"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"TGE","Generation Essentials Group","Financial","Asset Management","France",86.75,,1.29%,1.79%,0.10,-65.77%,,,1323.68
"FGL","Founder Group Ltd","Industrials","Engineering & Construction","Malaysia",6.88,,0.47%,63.80%,0.16,-66.92%,-89.12%,,9411.87
"SY","So-Young International Inc ADR","Healthcare","Health Information Services","China",344.64,,8.29%,0.69%,0.53,-29.47%,287.74%,1.00,1162.67
"KVUE","Kenvue Inc","Consumer Defensive","Household & Personal Products","USA",31012.16,21.95,100.74%,1.51%,0.95,-25.32%,-29.40%,2.44,30538.16
"THAR","Tharimmune Inc","Healthcare","Biotechnology","USA",24.35,,9.93%,2.73%,0.02,162.30%,-6.71%,1.00,9900.08
"UNIT","Uniti Group Inc","Real Estate","REIT - Specialty","USA",1462.33,25.79,70.20%,3.86%,3.03,-15.45%,-33.89%,2.78,3000.75
"ARES","Ares Management Corp","Financial","Asset Management","USA",50824.32,89.00,88.71%,3.34%,3.88,-17.24%,-7.95%,1.78,1777.89
"UWMC","UWM Holdings Corporation","Financial","Mortgage Finance","USA",9348.01,,60.25%,18.41%,3.66,34.37%,-11.57%,2.67,9475.96
"JDST","Direxion Daily Junior Gold Miners Index Bear -2X Shares","Financial","Exchange Traded Fund","USA",,,,,0.05,-49.73%,-79.29%,,22999.12
"ACVA","ACV Auctions Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",1614.36,,103.74%,6.97%,3.99,-33.71%,-47.04%,1.29,2869.04
"BGC","BGC Group Inc","Financial","Capital Markets","USA",4428.22,31.03,64.72%,3.49%,4.56,-5.53%,-1.68%,1.00,2737.56
"RELY","Remitly Global Inc","Technology","Software - Infrastructure","USA",3393.94,263.78,74.16%,6.82%,3.12,0.80%,7.86%,1.00,3604.64
"AKR","Acadia Realty Trust","Real Estate","REIT - Retail","USA",2600.56,155.57,110.75%,14.01%,12.32,2.30%,-20.54%,1.75,1482.51
"BTI","British American Tobacco Plc ADR","Consumer Defensive","Tobacco","United Kingdom",114242.52,29.24,12.29%,0.22%,1.11,-6.08%,52.63%,2.60,4256.91
"DBX","Dropbox Inc","Technology","Software - Infrastructure","USA",7767.36,18.17,78.30%,10.93%,5.74,13.66%,13.49%,3.38,3279.72
"HSIC","Henry Schein Inc","Healthcare","Medical Distribution","USA",7838.79,20.79,100.50%,8.43%,5.34,-0.29%,-8.49%,2.65,1651.22
"DUST","Direxion Daily Gold Miners Index Bear -2X Shares","Financial","Exchange Traded Fund","USA",,,,,0.11,-42.87%,-75.96%,,9959.32
"DRH","Diamondrock Hospitality Co","Real Estate","REIT - Hotel & Motel","USA",1643.74,28.73,106.65%,8.33%,6.03,3.77%,-8.23%,2.42,2792.04
"SPGI","S&P Global Inc","Financial","Financial Data & Stock Exchanges","USA",150537.01,36.14,89.85%,0.98%,1.98,-11.70%,2.31%,1.34,1496.03
