"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CAPR","Capricor Therapeutics Inc","Healthcare","Biotechnology","USA",326.64,,36.30%,30.24%,6.30,-28.05%,-30.90%,1.00,1928.19
"KPTI","Karyopharm Therapeutics Inc","Healthcare","Biotechnology","USA",61.40,,59.73%,27.86%,12.64,64.27%,-32.28%,2.00,174.41
"PRME","Prime Medicine Inc","Healthcare","Biotechnology","USA",930.18,,22.11%,20.86%,4.45,111.34%,53.08%,1.73,4292.38
"UAA","Under Armour Inc","Consumer Cyclical","Apparel Manufacturing","USA",2146.81,21.94,45.27%,23.58%,3.42,-25.92%,-38.96%,2.92,12994.79
"EVGO","EVgo Inc","Consumer Cyclical","Specialty Retail","USA",1432.90,,66.96%,22.70%,7.09,27.67%,14.50%,1.64,4081.39
"OMER","Omeros Corporation","Healthcare","Biotechnology","USA",305.31,,42.86%,20.76%,11.86,49.54%,17.75%,2.00,1138.35
"REPL","Replimune Group Inc","Healthcare","Biotechnology","USA",323.15,,96.89%,26.99%,1.74,-55.44%,-62.60%,3.00,9940.86
"INDI","Indie Semiconductor Inc","Technology","Semiconductor Equipment & Materials","USA",879.83,,88.46%,29.62%,14.02,14.33%,9.70%,1.00,4085.50
"ALT","Altimmune Inc","Healthcare","Biotechnology","USA",353.91,,42.94%,28.70%,6.35,3.62%,-42.71%,1.60,3950.72
"MVST","Microvast Holdings Inc","Consumer Cyclical","Auto Parts","USA",1275.39,,23.49%,22.95%,4.73,7.99%,1351.85%,1.00,7177.65
"DNUT","Krispy Kreme Inc","Consumer Defensive","Grocery Stores","USA",599.15,,54.29%,28.93%,3.09,20.26%,-68.41%,3.25,8066.78
"DDD","3D Systems Corp","Technology","Computer Hardware","USA",416.79,,51.25%,29.32%,9.24,111.02%,36.54%,2.50,3893.78
"CTMX","CytomX Therapeutics Inc","Healthcare","Biotechnology","USA",481.63,5.11,65.38%,23.60%,9.56,28.66%,149.62%,1.38,3029.14
