"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"BQ","Boqii Holding Limited","Consumer Cyclical","Specialty Retail","China",7.75,,0.57%,8.61%,0.12,-8.50%,-99.62%,,1944.61
"SMX","SMX (Security Matters) Plc","Industrials","Specialty Business Services","Ireland",53.05,,0.04%,3.42%,0.03,-52.53%,-99.66%,,1130.88
"MNDR","Mobile health Network Solutions","Healthcare","Health Information Services","Singapore",2.77,,8.50%,10.15%,0.03,-54.80%,-80.45%,1.00,2985.93
"IRBT","Irobot Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",62.07,,37.96%,41.90%,3.44,-38.87%,-72.50%,3.00,3619.30
"BA","Boeing Co","Industrials","Aerospace & Defense","USA",156131.12,,73.34%,1.96%,1.82,-11.61%,34.78%,1.57,8184.92
"AGL","Agilon Health Inc","Healthcare","Medical Care Facilities","USA",274.16,,68.72%,6.83%,2.30,-44.89%,-68.66%,2.94,9054.09
"MCHP","Microchip Technology, Inc","Technology","Semiconductors","USA",30648.73,,94.83%,4.54%,3.12,-10.38%,-16.44%,1.66,7707.58
"DASH","DoorDash Inc","Consumer Cyclical","Internet Retail","USA",93518.06,110.08,75.05%,3.71%,2.87,-12.80%,21.60%,1.57,4527.67
"ASAN","Asana Inc","Technology","Software - Application","USA",3165.71,,31.10%,20.10%,4.37,-5.83%,-11.55%,2.88,3995.95
"CERT","Certara Inc","Healthcare","Health Information Services","USA",1476.46,137.54,85.23%,16.28%,8.62,-11.71%,-17.75%,2.07,2110.65
"SPR","Spirit Aerosystems Holdings Inc","Industrials","Aerospace & Defense","USA",4410.65,,97.16%,10.85%,11.66,-9.06%,15.37%,3.00,1084.72
"ENTG","Entegris Inc","Technology","Semiconductor Equipment & Materials","USA",12100.71,42.07,116.46%,5.89%,3.61,0.43%,-23.95%,1.79,2455.59
"KBR","KBR Inc","Industrials","Engineering & Construction","USA",5549.45,14.20,98.85%,3.67%,3.63,-12.63%,-28.57%,1.73,1267.25
"STM","ST Microelectronics","Technology","Semiconductors","Switzerland",21509.61,42.38,9.47%,0.72%,1.07,-6.57%,-5.14%,2.34,6047.75
"STNE","StoneCo Ltd","Technology","Software - Infrastructure","Cayman Islands",4735.70,,70.44%,5.69%,2.40,6.47%,67.53%,1.33,5921.50
"CXM","Sprinklr Inc","Technology","Software - Application","USA",1840.64,16.70,48.27%,13.01%,8.43,-2.58%,-8.16%,2.50,1692.07
"S","SentinelOne Inc","Technology","Software - Infrastructure","USA",5539.52,,70.42%,5.80%,3.08,-7.85%,-40.87%,1.77,5669.81
"GPN","Global Payments, Inc","Technology","Software - Infrastructure","USA",18631.73,11.04,95.03%,3.33%,3.47,-9.29%,-34.08%,2.27,2249.63
"HPQ","HP Inc","Technology","Computer Hardware","USA",23512.43,9.47,83.19%,7.20%,5.67,-12.35%,-27.42%,3.06,11849.77
"BJ","BJ's Wholesale Club Holdings Inc","Consumer Defensive","Discount Stores","USA",11946.40,21.04,110.52%,6.59%,3.86,-5.12%,-5.65%,1.96,2216.81
"WOOF","Petco Health and Wellness Co Inc","Consumer Cyclical","Specialty Retail","USA",877.23,,54.99%,13.44%,6.43,-5.44%,-27.21%,3.08,2875.15
"ADTN","ADTRAN Holdings Inc","Technology","Communication Equipment","USA",651.35,,95.88%,12.42%,4.52,-12.39%,-3.10%,1.80,1912.67
"FTEL","Fitell Corp","Consumer Cyclical","Specialty Retail","Australia",2.99,,0.00%,6.46%,0.01,-83.61%,-99.72%,,2552.96
"SBEV","Splash Beverage Group Inc","Consumer Defensive","Beverages - Wineries & Distilleries","USA",3.50,,4.25%,3.92%,0.05,-17.96%,-82.62%,1.00,1771.32
"VSH","Vishay Intertechnology, Inc","Technology","Semiconductors","USA",1905.02,,99.38%,8.99%,6.64,-6.15%,-25.90%,2.25,1655.14
