"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CIGL","Concorde International Group Ltd","Industrials","Security & Protection Services","Singapore",100.48,,0.17%,3.37%,0.02,-79.87%,,,2889.55
"BURU","Nuburu Inc","Industrials","Specialty Industrial Machinery","USA",29.25,,0.56%,5.57%,0.28,-38.76%,-56.63%,,26225.99
"APLT","Applied Therapeutics Inc","Healthcare","Biotechnology","USA",134.53,,61.16%,7.28%,2.24,191.94%,-89.01%,2.25,4084.18
"SMTK","SmartKem Inc","Technology","Semiconductor Equipment & Materials","United Kingdom",10.00,,27.88%,5.36%,0.09,117.82%,-48.36%,,1653.74
"RZLV","Rezolve AI PLC","Technology","Software - Infrastructure","United Kingdom",1529.04,,5.40%,12.69%,0.63,122.52%,-6.48%,1.00,16019.32
"OVID","Ovid Therapeutics Inc","Healthcare","Biotechnology","USA",116.62,,34.63%,0.82%,0.24,384.63%,38.98%,1.00,2060.11
"LASE","Laser Photonics Corp","Industrials","Specialty Industrial Machinery","USA",67.81,,3.61%,7.68%,0.08,90.00%,-70.88%,1.00,5515.85
"MOB","Mobilicom Limited ADR","Industrials","Aerospace & Defense","Israel",43.96,,16.63%,23.01%,2.17,210.20%,736.70%,1.00,510.45
"DGNX","Diginex Ltd","Industrials","Consulting Services","United Kingdom",3190.81,,0.25%,0.26%,0.37,2192.45%,,,1297.87
"RCT","RedCloud Holdings PLC","Technology","Software - Application","United Kingdom",88.01,,2.45%,0.10%,0.03,-20.08%,,1.00,1772.63
"ADAP","Adaptimmune Therapeutics Plc ADR","Healthcare","Biotechnology","United Kingdom",34.19,,27.58%,9.03%,0.30,-48.40%,-86.43%,3.67,76357.68
"YCBD","cbdMD Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",10.52,,5.44%,1.05%,0.03,37.21%,-68.62%,1.00,3359.86
"LRMR","Larimar Therapeutics Inc","Healthcare","Biotechnology","USA",366.33,,42.28%,15.75%,3.49,33.75%,-34.66%,1.09,2192.92
"PSTV","Plus Therapeutics Inc","Healthcare","Biotechnology","USA",67.75,,3.19%,4.11%,0.18,130.26%,-53.25%,1.00,22298.78
