"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CLCO","Cool Company Ltd","Energy","Oil & Gas Midstream","United Kingdom",493.06,5.11,10.14%,0.36%,1.26,41.06%,-15.75%,2.50,60.19
"TZUP","Thumzup Media Corp","Communication Services","Advertising Agencies","USA",79.26,,1.24%,8.80%,1.34,-30.43%,-9.81%,,695.35
"SUIG","Sui Group Holdings Ltd","Financial","Credit Services","USA",341.74,17.36,0.16%,1.95%,0.47,128.57%,19.54%,1.00,3202.58
"LNTH","Lantheus Holdings Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",3619.33,14.14,115.64%,11.33%,4.65,-33.92%,-51.63%,1.31,1620.45
"DFDV","DeFi Development Corp","Technology","Software - Infrastructure","USA",392.30,24.62,8.58%,31.62%,1.41,-18.66%,2092.14%,1.00,2758.83
"LFMD","LifeMD Inc","Healthcare","Health Information Services","USA",303.47,,50.61%,14.99%,3.23,-50.16%,30.35%,1.25,1737.00
"DOW","Dow Inc","Basic Materials","Chemicals","USA",16395.57,,69.05%,3.56%,1.65,-13.76%,-55.27%,2.80,15241.16
"CTO","CTO Realty Growth Inc","Real Estate","REIT - Diversified","USA",534.61,,62.69%,3.98%,3.84,-5.09%,-15.34%,1.00,326.93
"GV","Visionary Holdings Inc","Consumer Defensive","Education & Training Services","Canada",9.22,,1.82%,5.72%,0.05,18.33%,-26.80%,,2635.96
"CRI","Carters Inc","Consumer Cyclical","Apparel Retail","USA",1078.39,7.86,124.94%,11.76%,2.69,-2.02%,-55.87%,3.86,1578.21
"AI","C3.ai Inc","Technology","Software - Infrastructure","USA",2500.60,,49.94%,27.47%,3.76,-23.27%,-21.98%,3.44,9074.85
