"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"NWTG","Newton Golf Co Inc","Consumer Cyclical","Leisure","USA",6.84,,5.97%,2.33%,0.85,-19.55%,-96.94%,,122.84
"NUAI","New Era Energy & Digital Inc","Technology","Software - Infrastructure","USA",235.18,,3.82%,4.40%,0.07,799.80%,-62.96%,,27258.31
"PRE","Prenetics Global Limited","Healthcare","Diagnostics & Research","Hong Kong",198.89,,6.73%,1.69%,1.17,94.48%,209.89%,1.00,142.51
"ANTA","Antalpha Platform Holding Co","Financial","Credit Services","Singapore",223.75,,0.35%,0.47%,0.54,-25.12%,,1.00,16.97
"EXK","Endeavour Silver Corp","Basic Materials","Silver","Canada",2250.48,,48.33%,6.77%,1.40,30.99%,70.00%,1.11,14172.54
"EMPD","Empery Digital Inc","Consumer Cyclical","Auto Manufacturers","USA",180.66,,80.13%,2.89%,1.03,-28.22%,-86.81%,1.00,968.73
"ITRN","Ituran Location And Control Ltd","Technology","Scientific & Technical Instruments","Israel",796.34,14.09,58.85%,0.94%,1.42,8.90%,46.85%,1.50,100.15
"KULR","KULR Technology Group Inc","Technology","Electronic Components","USA",110.07,,18.88%,16.05%,3.35,-49.37%,-22.26%,1.00,2041.88
"ODV","Osisko Development Corp","Basic Materials","Gold","Canada",833.98,,27.22%,5.43%,7.26,13.94%,120.95%,,1566.45
"EXOD","Exodus Movement Inc","Technology","Software - Infrastructure","USA",445.15,4.04,5.09%,7.68%,2.34,-43.74%,-44.80%,1.00,121.03
"ATMU","Atmus Filtration Technologies Inc","Consumer Cyclical","Auto Parts","USA",3961.28,20.23,102.27%,2.31%,2.76,10.35%,13.08%,2.00,678.50
"BBBY","Bed Bath & Beyond Inc","Consumer Cyclical","Internet Retail","USA",387.60,,65.26%,7.56%,2.18,-40.80%,-4.90%,2.43,2358.36
"EXC","Exelon Corp","Utilities","Utilities - Regulated Electric","USA",46705.72,16.55,87.95%,3.21%,4.88,4.07%,19.36%,2.45,6635.27
"KMX","Carmax Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",5232.09,10.46,102.19%,11.39%,3.13,-40.29%,-53.52%,3.09,5306.43
"OOMA","Ooma Inc","Technology","Software - Application","USA",302.77,,70.22%,2.92%,4.63,-10.38%,-19.40%,1.33,152.77
"STM","ST Microelectronics","Technology","Semiconductors","Switzerland",19702.65,38.82,9.46%,0.91%,1.34,-18.58%,-9.88%,2.36,6085.14
