"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"MTVA","MetaVia Inc","Healthcare","Biotechnology","USA",30.00,,1.18%,0.22%,0.01,94.88%,-53.56%,1.00,1608.82
"HUHU","HUHUTECH International Group Inc","Industrials","Specialty Industrial Machinery","China",169.59,,0.17%,0.37%,0.13,27.55%,72.63%,,75.25
"AXTI","AXT Inc","Technology","Semiconductor Equipment & Materials","USA",420.66,,31.32%,2.79%,0.67,342.72%,332.23%,1.00,1740.14
"BFRI","Biofrontera Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",11.68,,20.53%,0.77%,0.37,15.26%,0.46%,1.00,179.43
"AMPX","Amprius Technologies Inc","Industrials","Electrical Equipment & Parts","USA",1599.10,,34.16%,15.92%,1.93,65.61%,868.56%,1.00,8721.63
"ENTX","Entera Bio Ltd","Healthcare","Biotechnology","Israel",132.88,,22.36%,0.30%,0.65,61.67%,61.67%,1.00,148.06
"CMPO","CompoSecure Inc","Industrials","Metal Fabrication","USA",2738.65,,65.00%,5.32%,2.34,51.91%,76.30%,1.67,994.30
"CLNN","Clene Inc","Healthcare","Biotechnology","USA",112.39,,5.94%,4.08%,2.21,204.11%,82.67%,1.00,122.37
"AEYE","AudioEye Inc","Technology","Software - Application","USA",179.04,,37.70%,8.71%,6.56,23.76%,-32.63%,1.00,102.70
"GEOS","Geospace Technologies Corp","Energy","Oil & Gas Equipment & Services","USA",336.54,,56.53%,6.30%,3.45,51.56%,132.30%,1.00,214.56
