"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ACHR","Archer Aviation Inc","Industrials","Aerospace & Defense","USA",5615.31,,43.86%,15.84%,1.70,-8.64%,-5.14%,1.62,57461.25
"INVZ","Innoviz Technologies Ltd","Consumer Cyclical","Auto Parts","Israel",248.96,,33.59%,13.13%,3.47,-18.42%,74.72%,1.00,7434.77
"MLCI","Mount Logan Capital Inc","Financial","Asset Management","USA",215.03,,6.18%,0.07%,0.52,,,1.00,39.85
"HAFN","Hafnia Ltd","Industrials","Marine Shipping","Singapore",2925.69,9.62,30.06%,1.10%,2.40,-6.89%,4.17%,1.40,1107.57
"EOS","Eaton Vance Enhanced Equity Income Fund II","Financial","Closed-End Fund - Equity","USA",1220.27,8.29,20.11%,0.02%,0.10,-3.80%,-1.03%,,114.52
"API","Agora Inc ADR","Technology","Software - Application","China",276.28,76.97,35.72%,1.25%,2.15,8.80%,-41.57%,1.00,430.16
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","Financial","Closed-End Fund - Equity","USA",1711.43,13.76,18.90%,0.22%,1.72,7.96%,18.21%,,98.95
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","Financial","Closed-End Fund - Equity","USA",2475.94,8.78,23.58%,0.15%,1.23,-0.57%,5.08%,,193.48
"PSKY","Paramount Skydance Corp","Communication Services","Entertainment","USA",17482.09,,50.53%,10.60%,6.33,5.18%,47.08%,3.41,8445.23
"ETX","Eaton Vance Municipal Income 2028 Term Trust","Financial","Closed-End Fund - Debt","USA",210.89,32.28,22.22%,0.44%,1.83,3.24%,5.55%,,26.06
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","Financial","Closed-End Fund - Equity","USA",593.60,9.00,21.93%,0.05%,0.26,-1.67%,-5.16%,,140.38
"TTSH","Tile Shop Hldgs Inc","Consumer Cyclical","Home Improvement Retail","USA",288.64,,58.58%,1.91%,4.22,8.67%,-1.30%,1.00,128.74
"KE","Kimball Electronics Inc","Industrials","Electrical Equipment & Parts","USA",699.97,30.12,81.65%,3.57%,3.92,-1.78%,48.17%,1.00,217.57
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","Financial","Closed-End Fund - Foreign","USA",2823.79,18.84,22.20%,0.24%,1.56,3.82%,10.54%,,479.90
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","Financial","Closed-End Fund - Equity","USA",1814.00,35.27,18.44%,0.07%,0.44,0.31%,-4.72%,,115.84
"ETW","Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund","Financial","Closed-End Fund - Foreign","USA",991.50,9.41,22.48%,0.07%,0.22,2.13%,7.41%,,341.84
"EVN","Eaton Vance Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",432.51,,20.81%,0.32%,1.61,4.44%,2.00%,,78.94
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","Financial","Closed-End Fund - Equity","USA",449.14,10.54,25.55%,0.26%,1.26,2.48%,2.41%,,61.75
"EFT","Eaton Vance Floating-Rate Income Trust","Financial","Closed-End Fund - Debt","USA",302.72,15.39,31.92%,0.03%,0.07,-5.63%,-15.00%,3.00,125.39
"APEI","American Public Education Inc","Consumer Defensive","Education & Training Services","USA",638.77,26.96,111.65%,8.29%,5.05,12.52%,71.87%,1.25,279.14
"EVG","Eaton Vance Short Duration Diversified Income Fund","Financial","Closed-End Fund - Debt","USA",148.92,11.53,35.40%,0.33%,1.21,-1.95%,-0.27%,,36.57
"ETV","Eaton Vance Tax-Managed Buy-Write Opportunities Fund","Financial","Closed-End Fund - Equity","USA",1675.43,9.97,18.46%,0.11%,0.68,2.79%,0.63%,,194.61
"VCIG","VCI Global Ltd","Industrials","Consulting Services","Malaysia",6.87,,0.03%,11.71%,0.23,-95.40%,-99.96%,,3305.03
