"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"RLAY","Relay Therapeutics Inc","Healthcare","Biotechnology","USA",1091.36,,78.60%,17.40%,11.45,73.42%,-6.91%,1.42,1977.65
"ETQ","T-Rex 2X Inverse Ether Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,0.18,-49.43%,,,936.44
"TTI","Tetra Technologies, Inc","Industrials","Conglomerates","USA",982.94,8.52,73.19%,3.72%,2.59,120.81%,113.77%,1.00,1803.81
"EHTH","eHealth Inc","Financial","Insurance Brokers","USA",150.04,,74.64%,3.43%,2.14,29.89%,8.39%,2.60,436.46
"ARAY","Accuray Inc","Healthcare","Medical Devices","USA",200.07,,60.10%,2.92%,3.81,30.51%,-3.01%,1.00,827.84
"OBIO","Orchestra BioMed Holdings Inc","Healthcare","Biotechnology","USA",199.63,,34.92%,1.77%,2.38,16.72%,-27.17%,1.50,313.40
"WVE","Wave Life Sciences Ltd","Healthcare","Biotechnology","Singapore",1304.16,,83.66%,12.46%,7.78,2.31%,-4.82%,1.19,2036.50
"VSTM","Verastem Inc","Healthcare","Biotechnology","USA",574.84,,83.78%,30.61%,7.18,82.78%,214.48%,1.00,2433.78
"ALLO","Allogene Therapeutics Inc","Healthcare","Biotechnology","USA",282.89,,60.65%,12.49%,4.84,2.82%,-51.89%,1.69,3965.11
"ZNTL","Zentalis Pharmaceuticals Inc","Healthcare","Biotechnology","USA",115.13,,73.34%,7.59%,6.34,10.83%,-46.62%,2.11,696.30
"ORGN","Origin Materials Inc","Basic Materials","Chemicals","USA",101.72,,11.10%,2.40%,2.63,17.20%,-52.21%,1.00,1226.47
"ADCT","Adc Therapeutics SA","Healthcare","Biotechnology","Switzerland",477.56,,58.97%,6.01%,6.27,36.50%,37.82%,1.00,844.88
"EU","enCore Energy Corp","Energy","Uranium","USA",707.20,,51.62%,14.83%,6.80,27.27%,-7.35%,1.00,3972.14
"TRDA","Entrada Therapeutics Inc","Healthcare","Biotechnology","USA",237.92,,51.39%,3.63%,3.04,-1.96%,-62.72%,1.00,267.21
"PSNL","Personalis Inc","Healthcare","Diagnostics & Research","USA",751.10,,43.42%,15.67%,8.58,30.71%,79.07%,1.25,969.07
"GGR","Gogoro Inc","Consumer Cyclical","Auto Manufacturers","Taiwan",67.05,,5.47%,0.92%,4.07,-34.15%,-61.53%,3.00,22.59
"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima ADR","Basic Materials","Building Materials","Argentina",956.58,14.32,18.34%,0.42%,0.75,-23.79%,-5.37%,1.00,672.47
"MGTX","MeiraGTx Holdings plc","Healthcare","Biotechnology","USA",653.13,,56.58%,6.52%,9.10,-5.82%,91.03%,1.00,412.47
"CADL","Candel Therapeutics Inc","Healthcare","Biotechnology","USA",324.43,,37.50%,19.12%,9.05,-14.60%,-1.83%,1.33,798.17
"XNET","Xunlei Ltd ADR","Technology","Software - Infrastructure","China",578.05,0.81,5.55%,2.01%,1.16,111.44%,357.43%,1.00,1062.73
"LXRX","Lexicon Pharmaceuticals Inc","Healthcare","Biotechnology","USA",541.46,,23.95%,14.94%,10.26,10.37%,-11.83%,1.80,2659.96
"DXLG","Destination XL Group Inc","Consumer Cyclical","Apparel Retail","USA",56.58,,67.00%,2.00%,5.37,-18.60%,-63.54%,2.00,178.47
"ANIX","Anixa Biosciences Inc","Healthcare","Biotechnology","USA",145.16,,16.34%,1.38%,2.78,31.64%,46.51%,1.00,155.05
"NRXP","NRX Pharmaceuticals Inc","Healthcare","Biotechnology","USA",73.69,,25.22%,3.64%,1.91,2.31%,126.28%,1.00,397.55
"RDNW","RideNow Group Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",142.31,,43.05%,6.07%,1.92,50.81%,-27.24%,2.33,693.43
"SGMT","Sagimet Biosciences Inc","Healthcare","Biotechnology","USA",236.23,,29.59%,10.45%,4.45,-20.21%,76.80%,1.00,613.98
"ATOS","Atossa Therapeutics Inc","Healthcare","Biotechnology","USA",134.99,,20.93%,1.82%,2.26,20.18%,-27.43%,1.00,1036.36
"ACB","Aurora Cannabis Inc","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",314.14,,11.29%,11.60%,3.83,22.31%,1.74%,2.20,1698.79
"VERU","Veru Inc","Healthcare","Biotechnology","USA",61.64,,24.13%,6.72%,5.09,-31.49%,-51.45%,2.00,166.61
"VGZ","Vista Gold Corp","Basic Materials","Gold","USA",274.77,,23.16%,0.14%,0.12,128.03%,190.77%,1.00,1468.07
