"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"ANGO","Angiodynamic Inc","Healthcare","Medical Instruments & Supplies","USA",498.25,,92.18%,8.29%,6.02,26.62%,55.91%,1.00,535.19
"STLA","Stellantis N.V","Consumer Cyclical","Auto Manufacturers","Netherlands",29808.83,,28.11%,2.96%,2.98,0.63%,-26.16%,2.90,19674.37
"NMAX","Newsmax Inc","Communication Services","Broadcasting","USA",1651.83,,20.45%,2.96%,2.48,-14.89%,,1.00,784.41
"GPRK","Geopark Limited","Energy","Oil & Gas E&P","Colombia",340.70,8.01,29.87%,5.87%,2.32,-6.61%,-15.63%,2.00,889.81
"GTLB","Gitlab Inc","Technology","Software - Infrastructure","USA",7524.60,,77.69%,10.39%,3.05,-2.70%,-12.46%,1.60,4716.20
"XPEV","XPeng Inc ADR","Consumer Cyclical","Auto Manufacturers","China",18726.50,,14.23%,4.91%,4.77,27.85%,97.87%,1.54,7815.34
"BROS","Dutch Bros Inc","Consumer Cyclical","Restaurants","USA",8612.53,111.17,81.57%,10.27%,3.61,-22.12%,63.44%,1.32,3479.64
"BMRN","Biomarin Pharmaceutical Inc","Healthcare","Biotechnology","USA",10699.72,16.50,97.69%,3.86%,3.45,-3.09%,-20.72%,1.50,2116.66
"LI","Li Auto Inc ADR","Consumer Cyclical","Auto Manufacturers","China",21467.01,24.51,5.18%,2.90%,4.17,-0.48%,0.66%,1.92,5744.48
"COCP","Cocrystal Pharma Inc","Healthcare","Biotechnology","USA",16.56,,5.27%,11.01%,0.66,-16.45%,-27.84%,1.00,1493.32
"INSE","Inspired Entertainment Inc","Consumer Cyclical","Gambling","USA",250.89,4.29,79.43%,3.29%,5.83,8.25%,0.54%,1.50,140.72
"TSQ","Townsquare Media Inc","Communication Services","Advertising Agencies","USA",109.85,3.31,46.08%,0.59%,1.17,-19.23%,-34.25%,1.00,63.24
"NIO","NIO Inc ADR","Consumer Cyclical","Auto Manufacturers","China",14965.57,,8.93%,9.28%,2.18,119.37%,15.27%,1.97,82587.41
"HNI","HNI Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",2147.62,15.23,81.49%,10.08%,6.89,-10.08%,-12.98%,1.00,652.47
"AVNT","Avient Corp","Basic Materials","Specialty Chemicals","USA",2950.82,24.95,100.97%,1.68%,2.29,-6.38%,-35.94%,1.44,667.34
"WWW","Wolverine World Wide, Inc","Consumer Cyclical","Footwear & Accessories","USA",2179.24,25.92,114.74%,9.88%,4.38,34.50%,53.96%,1.30,1798.22
"IBRX","ImmunityBio Inc","Healthcare","Biotechnology","USA",2353.68,,13.19%,86.00%,9.46,-8.46%,-33.06%,1.00,8938.68
"HBAN","Huntington Bancshares, Inc","Financial","Banks - Regional","USA",25073.98,12.74,87.55%,6.01%,2.82,-2.48%,16.36%,1.76,30832.43
"KD","Kyndryl Holdings Inc","Technology","Information Technology Services","USA",6952.81,24.59,79.54%,7.50%,6.58,-30.71%,30.90%,1.40,2581.69
"BIP","Brookfield Infrastructure Partners L.P","Utilities","Utilities - Diversified","Bermuda",21666.95,1712.12,57.48%,0.10%,0.85,-2.51%,-5.21%,1.33,531.32
"GBCI","Glacier Bancorp, Inc","Financial","Banks - Regional","USA",6260.55,25.03,81.20%,3.90%,6.06,2.37%,5.46%,1.83,758.30
"KDP","Keurig Dr Pepper Inc","Consumer Defensive","Beverages - Non-Alcoholic","USA",34793.46,22.72,92.60%,2.19%,1.77,-24.20%,-31.66%,2.00,16083.57
"BCS","Barclays plc ADR","Financial","Banks - Diversified","United Kingdom",72074.23,9.35,8.30%,0.39%,1.06,12.84%,69.59%,1.68,12846.28
