"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"AVXL","Anavex Life Sciences Corporation","Healthcare","Biotechnology","USA",331.55,,38.12%,34.63%,14.06,-58.13%,-57.63%,1.67,2043.69
"CWVX","Tradr 2X Long CRWV Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.14,-57.62%,,,9482.52
"CRWU","T-REX 2X Long CRWV Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,0.40,-58.27%,,,657.50
"CRCA","ProShares Ultra CRCL","Financial","Exchange Traded Fund","USA",,,,,1.03,-76.21%,,,5713.23
"CCUP","T-REX 2X Long CRCL Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,0.70,-75.77%,,,691.49
"STKL","Sunopta, Inc","Consumer Defensive","Beverages - Non-Alcoholic","USA",423.22,,88.80%,3.16%,3.48,-43.53%,-54.22%,1.00,994.69
"CCOI","Cogent Communications Holdings Inc","Communication Services","Telecom Services","USA",933.30,,102.25%,14.33%,4.14,-49.35%,-77.15%,2.31,1611.06
"MSTX","Defiance Daily Target 2x Long MSTR ETF","Financial","Exchange Traded Fund","USA",,,,,1.38,-78.08%,-94.17%,,12231.52
"FMC","FMC Corp","Basic Materials","Agricultural Inputs","USA",1742.64,,92.49%,9.71%,2.88,-64.51%,-76.25%,2.55,4176.51
"PRGO","Perrigo Company plc","Healthcare","Drug Manufacturers - Specialty & Generic","Ireland",1846.91,,107.72%,8.67%,4.59,-43.52%,-52.19%,2.20,2581.84
"CRCL","Circle Internet Group Inc","Financial","Capital Markets","USA",17104.94,,24.46%,15.82%,1.63,-44.52%,,2.33,13015.60
"ELTK","Eltek Ltd","Technology","Electronic Components","Israel",57.07,49.85,10.99%,0.07%,0.42,-17.36%,-26.91%,1.00,5.15
"ENR","Energizer Holdings Inc","Industrials","Electrical Equipment & Parts","USA",1238.57,5.45,93.49%,10.26%,6.10,-33.72%,-52.74%,2.67,1026.10
"ATGE","Adtalem Global Education Inc","Consumer Defensive","Education & Training Services","USA",3360.03,13.88,97.72%,2.69%,1.83,-29.81%,2.68%,1.25,517.72
"OFS","OFS Capital Corp","Financial","Asset Management","USA",65.65,20.32,31.10%,1.40%,2.35,-41.35%,-39.88%,3.00,79.61
"PDDL","GraniteShares 2x Long PDD Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.14,-13.24%,,,15.68
"MSTW","Roundhill MSTR WeeklyPay ETF","Financial","Exchange Traded Fund","USA",,,,,0.56,-64.53%,,,311.56
"MSTK","Tuttle Capital MSTR 0DTE Covered Call ETF","Financial","Exchange Traded Fund","USA",,,,,0.22,,,,4.40
"MSTR","Strategy Inc","Technology","Software - Application","USA",50470.77,8.17,51.70%,10.29%,2.10,-48.16%,-58.37%,1.38,13110.54
"IMST","Bitwise MSTR Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.41,-55.22%,,,28.88
"CELT","Tradr 2X Long CELH Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.04,,,,35.16
"MSTY","YieldMax MSTR Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,2.33,-55.03%,-80.31%,,10088.41
"ACM","AECOM","Industrials","Engineering & Construction","USA",13903.15,23.21,91.13%,2.67%,3.29,-16.13%,-9.33%,1.50,1062.96
"EH","EHang Holdings Ltd ADR","Industrials","Aerospace & Defense","China",712.99,,34.49%,10.99%,3.84,-15.60%,-3.06%,1.20,1474.97
