"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"REFR","Research Frontiers Inc","Technology","Electronic Components","USA",62.92,,13.14%,1.10%,4.21,23.03%,-18.34%,1.00,67.92
"DVLT","Datavault AI Inc","Technology","Software - Infrastructure","USA",435.67,,2.07%,11.40%,0.35,222.44%,-18.03%,1.00,66817.20
"QD","Qudian Inc ADR","Financial","Credit Services","China",493.97,11.48,15.67%,,0.76,14.62%,103.35%,4.00,406.82
"POWW","Outdoor Holding Co","Industrials","Aerospace & Defense","USA",221.34,,50.63%,4.70%,7.98,47.66%,56.20%,1.00,519.99
"BTC","Grayscale Bitcoin Mini Trust ETF","Financial","Exchange Traded Fund","USA",,,,,0.12,-11.15%,36.59%,,1658.71
"CBRL","Cracker Barrel Old Country Store Inc","Consumer Cyclical","Restaurants","USA",662.28,14.40,115.74%,24.48%,3.48,-52.45%,-35.86%,3.10,1541.36
"NVO","Novo Nordisk ADR","Healthcare","Drug Manufacturers - General","Denmark",167184.12,14.46,8.60%,0.84%,1.84,-2.59%,-53.70%,2.00,15327.26
"T","AT&T, Inc","Communication Services","Telecom Services","USA",180001.13,8.24,66.76%,1.22%,1.91,-11.69%,13.65%,1.76,45259.97
"SAR","Saratoga Investment Corp","Financial","Asset Management","USA",357.42,9.47,14.61%,3.26%,3.75,-13.04%,-9.38%,2.78,119.03
"ICLN","iShares Global Clean Energy ETF","Financial","Exchange Traded Fund","USA",,,,,1.80,31.04%,44.59%,,3634.41
"NU","Nu Holdings Ltd","Financial","Banks - Regional","Cayman Islands",79556.05,35.14,54.09%,3.52%,2.63,37.47%,8.40%,1.63,45168.95
"SOFI","SoFi Technologies Inc","Financial","Credit Services","USA",37588.00,56.52,56.65%,9.34%,1.54,33.83%,139.58%,2.88,71557.20
"LYB","LyondellBasell Industries NV","Basic Materials","Specialty Chemicals","United Kingdom",14168.84,,70.60%,7.12%,3.81,-17.43%,-48.39%,2.67,4787.90
"ENB","Enbridge Inc","Energy","Oil & Gas Midstream","Canada",105711.61,26.56,52.77%,1.11%,6.70,0.62%,14.53%,2.33,3603.45
"B","Barrick Mining Corp","Basic Materials","Gold","Canada",61279.16,17.25,66.26%,1.01%,0.83,52.07%,95.22%,1.65,20722.42
"BAX","Baxter International Inc","Healthcare","Medical Instruments & Supplies","USA",9407.17,,100.12%,4.98%,3.68,-25.15%,-47.17%,2.79,6904.87
"OGN","Organon & Co","Healthcare","Drug Manufacturers - General","USA",1960.27,3.92,83.23%,5.06%,2.52,-19.70%,-52.99%,3.50,5197.79
"BAC","Bank Of America Corp","Financial","Banks - Diversified","USA",392655.19,14.69,76.47%,1.51%,3.16,12.70%,19.14%,1.63,34942.12
"EPM","Evolution Petroleum Corporation","Energy","Oil & Gas E&P","USA",158.05,,57.01%,5.02%,6.09,-8.37%,-16.82%,2.00,253.70
"CAG","Conagra Brands Inc","Consumer Defensive","Packaged Foods","USA",8289.83,9.77,86.37%,6.48%,2.67,-10.90%,-39.06%,3.00,11551.62
"TILE","Interface Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1539.17,13.75,101.95%,4.55%,5.71,-1.42%,5.31%,1.00,453.36
"NNN","NNN REIT Inc","Real Estate","REIT - Retail","USA",7872.22,19.86,90.80%,2.89%,4.23,0.75%,-3.29%,3.00,1285.93
"EPD","Enterprise Products Partners L P","Energy","Oil & Gas Midstream","USA",68079.71,11.91,24.97%,2.34%,8.50,-1.41%,3.45%,1.86,3968.08
