"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"PT","Pintec Technology Holdings Ltd ADR","Financial","Credit Services","China",14.25,,1.24%,,0.08,-2.92%,6.48%,,635.49
"EDTK","Skillful Craftsman Education Technology Ltd","Consumer Defensive","Education & Training Services","China",16.94,,3.13%,0.00%,0.03,0.62%,4.22%,,7.50
"MGLD","Marygold Companies Inc","Financial","Asset Management","USA",44.27,,0.66%,0.39%,3.71,41.67%,-15.08%,,10.96
"LEXX","Lexaria Bioscience Corp","Healthcare","Biotechnology","Canada",25.34,,7.73%,3.56%,1.30,43.79%,-45.45%,1.00,572.24
"CNTX","Context Therapeutics Inc","Healthcare","Biotechnology","USA",111.18,,43.09%,1.41%,2.94,35.50%,-27.98%,1.00,287.90
"EPOW","Sunrise New Energy Co. Ltd","Industrials","Electrical Equipment & Parts","China",39.41,,0.04%,1.58%,0.16,38.01%,38.01%,,1841.84
"PZG","Paramount Gold Nevada Corp","Basic Materials","Gold","USA",97.52,,10.51%,0.51%,0.41,47.75%,204.35%,1.00,653.34
"LAB","Standard BioTools Inc","Healthcare","Medical Devices","USA",499.93,,73.81%,3.11%,8.07,2.36%,-13.33%,2.33,1419.01
"HKPD","Hong Kong Pharma Digital Technology Holdings Ltd","Healthcare","Pharmaceutical Retailers","USA",,,,,0.03,27.84%,,,2928.77
"PLBY","Playboy Inc","Consumer Cyclical","Leisure","USA",179.95,,9.08%,3.66%,5.04,-1.76%,50.45%,1.67,357.58
"BEAT","HeartBeam Inc","Healthcare","Health Information Services","USA",59.25,,9.72%,0.99%,3.09,56.36%,-28.03%,1.00,87.39
"GRNQ","Greenpro Capital Corp","Industrials","Consulting Services","Malaysia",15.16,,2.06%,6.33%,1.11,21.48%,88.54%,3.00,277.95
"HYFT","MindWalk Holdings Corp","Healthcare","Biotechnology","USA",85.39,,8.90%,1.74%,0.68,-42.19%,349.57%,1.00,1019.99
"QNCX","Quince Therapeutics Inc","Healthcare","Biotechnology","USA",109.70,,20.78%,2.73%,4.11,20.86%,12.57%,1.00,318.91
"TXMD","TherapeuticsMD Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",23.04,76.25,28.55%,1.16%,0.64,80.93%,54.26%,3.00,204.83
"IRD","Opus Genetics Inc","Healthcare","Biotechnology","USA",138.61,,22.24%,1.05%,1.17,74.78%,120.61%,1.00,427.83
"BCG","Binah Capital Group Inc","Financial","Asset Management","USA",34.37,53.49,1.84%,0.23%,0.01,3.50%,-29.83%,,676.42
"RPTX","Repare Therapeutics Inc","Healthcare","Biotechnology","Canada",93.49,,37.21%,1.74%,1.58,36.79%,-25.26%,2.00,341.94
"PSHG","Performance Shipping Inc","Industrials","Marine Shipping","Greece",27.10,1.10,6.04%,4.46%,3.64,13.54%,16.58%,1.00,124.89
"PLAG","Planet Green Holdings Corp","Industrials","Conglomerates","USA",21.35,,0.17%,1.12%,0.64,22.97%,-40.91%,,105.24
"MIST","Milestone Pharmaceuticals Inc","Healthcare","Biotechnology","Canada",198.87,,40.88%,5.41%,2.86,37.35%,37.35%,1.80,1592.91
"EDAP","EDAP TMS S.A. ADR","Healthcare","Medical Distribution","France",87.87,,36.74%,0.10%,0.38,74.07%,-0.42%,2.33,92.92
"PALI","Palisade Bio Inc","Healthcare","Biotechnology","USA",350.16,,20.63%,5.10%,1.03,211.67%,-1.67%,1.00,7403.45
"ACRV","Acrivon Therapeutics Inc","Healthcare","Biotechnology","USA",74.79,,47.51%,7.67%,1.06,74.26%,-62.20%,1.22,1632.84
