"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"TNGX","Tango Therapeutics Inc","Healthcare","Biotechnology","USA",867.82,,73.26%,38.28%,12.08,56.94%,-6.02%,1.11,2102.90
"CAPR","Capricor Therapeutics Inc","Healthcare","Biotechnology","USA",282.99,,36.30%,28.61%,5.74,-38.41%,22.57%,1.00,2003.23
"PRME","Prime Medicine Inc","Healthcare","Biotechnology","USA",990.77,,22.11%,21.00%,4.44,129.75%,45.17%,1.67,4335.55
"RXRX","Recursion Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2121.16,,53.77%,37.26%,5.03,-5.43%,-28.24%,2.50,24678.04
"EVGO","EVgo Inc","Consumer Cyclical","Specialty Retail","USA",1445.21,,66.96%,21.52%,6.64,24.67%,11.90%,1.64,4135.00
"ALT","Altimmune Inc","Healthcare","Biotechnology","USA",345.96,,42.95%,30.63%,5.02,-49.16%,-49.68%,1.60,5329.01
"PGEN","Precigen Inc","Healthcare","Biotechnology","USA",1150.18,,27.55%,24.48%,4.31,171.83%,287.94%,1.50,8377.17
"SANA","Sana Biotechnology Inc","Healthcare","Biotechnology","USA",882.18,,43.53%,20.89%,5.61,17.59%,-19.76%,1.00,5383.80
"DNUT","Krispy Kreme Inc","Consumer Defensive","Grocery Stores","USA",566.67,,54.29%,24.72%,2.65,28.79%,-72.46%,3.25,8049.85
"DDD","3D Systems Corp","Technology","Computer Hardware","USA",374.50,,51.26%,28.95%,9.22,110.07%,13.18%,2.50,3851.42
"NFE","New Fortress Energy Inc","Energy","Oil & Gas Midstream","USA",731.30,,70.54%,25.02%,2.84,12.72%,-72.92%,2.80,16296.23
"CTMX","CytomX Therapeutics Inc","Healthcare","Biotechnology","USA",397.44,4.22,65.38%,21.97%,10.41,9.05%,102.52%,1.38,2589.65
"NBY","Novabay Pharmaceuticals Inc","Healthcare","Biotechnology","USA",12.58,,21.27%,39.84%,0.27,276.57%,191.89%,1.00,6856.28
"CRDF","Cardiff Oncology Inc","Healthcare","Biotechnology","USA",137.71,,37.77%,26.05%,8.88,-33.23%,-22.76%,1.25,1791.94
"WTI","W & T Offshore Inc","Energy","Oil & Gas E&P","USA",290.75,,35.61%,20.80%,13.75,18.79%,-5.77%,1.00,1477.39
"SPWR","Complete Solaria Inc","Technology","Solar","USA",142.11,,19.68%,21.34%,12.21,3.64%,-40.62%,1.00,918.81
"CHRS","Coherus Oncology Inc","Healthcare","Biotechnology","USA",183.63,,46.81%,30.21%,23.42,119.14%,54.90%,1.60,1363.53
