"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"RYDE","Ryde Group Ltd","Technology","Software - Application","Singapore",21.81,,0.37%,2.25%,0.26,73.33%,20.48%,1.00,2080.08
"TRX","TRX Gold Corp","Basic Materials","Gold","Canada",199.43,542.31,2.40%,0.75%,1.01,97.31%,95.72%,1.00,2056.91
"HBIO","Harvard Bioscience Inc","Healthcare","Medical Instruments & Supplies","USA",33.41,,36.00%,3.60%,0.22,44.06%,-66.99%,2.00,6386.68
"KTTA","Pasithea Therapeutics Corp","Healthcare","Biotechnology","USA",7.89,,8.23%,0.33%,0.02,26.03%,-65.81%,1.00,1434.00
"IAUX","i-80 Gold Corp","Basic Materials","Gold","USA",900.65,,39.71%,3.49%,4.35,41.89%,68.47%,,5845.37
"LEXX","Lexaria Bioscience Corp","Healthcare","Biotechnology","Canada",24.89,,7.73%,3.13%,1.16,25.84%,-46.41%,1.00,560.10
"GLBS","Globus Maritime Ltd","Industrials","Marine Shipping","Greece",27.58,,11.87%,2.81%,3.42,28.85%,-10.67%,1.00,124.52
"CTXR","Citius Pharmaceuticals Inc","Healthcare","Biotechnology","USA",25.87,,11.28%,13.01%,3.02,0.00%,-58.15%,2.00,773.66
"ALLO","Allogene Therapeutics Inc","Healthcare","Biotechnology","USA",319.11,,50.57%,11.73%,6.67,20.34%,-35.75%,1.64,2801.05
"LAB","Standard BioTools Inc","Healthcare","Medical Devices","USA",549.93,,74.11%,3.22%,7.35,10.85%,-10.63%,2.33,1612.78
"MIRA","Mira Pharmaceuticals Inc","Healthcare","Drug Manufacturers - General","USA",61.56,,3.33%,1.58%,0.14,5.00%,11.36%,1.00,3104.32
"GUTS","Fractyl Health Inc","Healthcare","Biotechnology","USA",202.82,,57.62%,6.33%,2.19,49.49%,-29.19%,1.00,3257.18
"SID","Companhia Siderurgica Nacional ADR","Basic Materials","Steel","Brazil",2135.00,,2.64%,0.33%,1.83,11.03%,-19.10%,3.58,2367.12
"OVID","Ovid Therapeutics Inc","Healthcare","Biotechnology","USA",116.08,,40.38%,5.87%,1.25,30.40%,55.24%,1.00,2791.68
"HLP","Hongli Group Inc","Basic Materials","Steel","China",121.18,119.57,0.15%,0.07%,0.20,129.49%,41.03%,,175.67
"CGTX","Cognition Therapeutics Inc","Healthcare","Biotechnology","USA",145.65,,17.42%,9.15%,2.82,-33.47%,285.78%,1.00,2604.09
"USEA","United Maritime Corp","Industrials","Marine Shipping","Greece",15.46,,1.48%,6.00%,13.42,0.00%,-18.05%,1.00,32.31
"RDZN","Roadzen Inc","Technology","Software - Application","USA",136.22,,3.68%,1.18%,1.28,74.83%,106.73%,1.00,437.06
"CVGI","Commercial Vehicle Group Inc","Consumer Cyclical","Auto Parts","USA",63.18,,36.43%,1.04%,2.32,-3.91%,-28.93%,1.00,127.90
"NNDM","Nano Dimension Ltd ADR","Technology","Computer Hardware","Israel",373.12,,34.98%,4.34%,2.67,22.86%,-18.48%,1.00,3439.14
"NAK","Northern Dynasty Minerals Ltd","Basic Materials","Other Industrial Metals & Mining","Canada",994.55,,19.34%,4.92%,1.93,98.57%,283.39%,1.00,13864.07
"POWW","Outdoor Holding Co","Industrials","Aerospace & Defense","USA",210.80,,53.58%,4.52%,7.79,25.00%,40.62%,1.00,509.33
"DSX","Diana Shipping Inc","Industrials","Marine Shipping","Greece",208.39,11.04,9.39%,0.72%,1.76,9.09%,-15.89%,2.00,322.72
"PVL","Permianville Royalty Trust","Energy","Oil & Gas E&P","USA",59.73,28.28,13.83%,0.16%,0.51,-8.35%,17.42%,3.00,74.75
"IMMP","Immutep Limited ADR","Healthcare","Biotechnology","Australia",278.19,,2.08%,3.16%,33.61,13.86%,-1.82%,1.33,137.11
"HYFT","MindWalk Holdings Corp","Healthcare","Biotechnology","USA",88.62,,8.90%,1.48%,0.66,-22.89%,410.64%,1.00,895.62
"ABOS","Acumen Pharmaceuticals Inc","Healthcare","Biotechnology","USA",118.12,,51.02%,2.76%,4.16,48.85%,-17.72%,1.00,316.95
"CCO","Clear Channel Outdoor Holdings Inc","Communication Services","Advertising Agencies","USA",969.75,,64.49%,4.32%,4.47,54.76%,23.42%,3.00,3593.94
"IRD","Opus Genetics Inc","Healthcare","Biotechnology","USA",139.31,,22.29%,0.81%,0.87,69.75%,100.00%,1.00,444.44
"SKYX","SKYX Platforms Corp","Industrials","Electrical Equipment & Parts","USA",236.60,,13.26%,3.87%,4.01,73.33%,108.00%,1.00,671.67
"BYSI","BeyondSpring Inc","Healthcare","Biotechnology","USA",84.30,,4.05%,6.85%,58.22,16.11%,20.11%,2.00,35.51
"ADAG","Adagene Inc ADR","Healthcare","Biotechnology","China",99.92,,0.84%,0.11%,0.30,-4.50%,-3.35%,1.80,134.30
"STTK","Shattuck Labs Inc","Healthcare","Biotechnology","USA",134.78,,46.75%,1.80%,1.41,114.52%,111.94%,2.20,632.99
"RPTX","Repare Therapeutics Inc","Healthcare","Biotechnology","Canada",95.00,,37.21%,1.72%,1.20,33.13%,-21.35%,2.00,444.47
"PALI","Palisade Bio Inc","Healthcare","Biotechnology","USA",332.28,,28.72%,5.69%,1.04,228.23%,-8.61%,1.00,7604.81
"NFGC","New Found Gold Corp","Basic Materials","Gold","Canada",769.23,,6.76%,5.92%,5.52,30.29%,39.02%,1.00,1615.07
"WHWK","Whitehawk Therapeutics Inc","Healthcare","Biotechnology","USA",108.40,16.94,45.39%,3.73%,0.58,29.94%,0.00%,3.00,1697.50
"WRN","Western Copper & Gold Corp","Basic Materials","Other Industrial Metals & Mining","Canada",476.86,,26.92%,0.99%,1.56,66.20%,107.93%,1.00,1045.62
"JWEL","Jowell Global Ltd","Consumer Cyclical","Internet Retail","China",5.14,,0.97%,1.92%,0.14,19.94%,21.54%,,248.42
"EDAP","EDAP TMS S.A. ADR","Healthcare","Medical Distribution","France",90.67,,36.74%,0.09%,0.37,33.24%,-1.82%,2.33,92.36
"DTI","Drilling Tools International Corporation","Energy","Oil & Gas Equipment & Services","USA",86.23,,10.17%,0.63%,1.38,25.64%,-30.79%,3.00,74.28
"WALD","Waldencast plc","Consumer Defensive","Household & Personal Products","USA",321.97,,18.17%,4.16%,5.96,66.46%,-20.78%,2.00,125.91
"CCCC","C4 Therapeutics Inc","Healthcare","Biotechnology","USA",259.73,,57.44%,6.25%,2.50,5.10%,-36.94%,1.14,1942.32
"TII","Titan Mining Corp","Basic Materials","Other Industrial Metals & Mining","Canada",246.11,19.74,4.01%,,,86.68%,1108.45%,,55.01
"AP","Ampco-Pittsburgh Corp","Industrials","Metal Fabrication","USA",54.68,,46.51%,0.61%,1.11,-4.61%,55.49%,1.00,84.49
"AEI","Alset Inc","Real Estate","Real Estate - Development","USA",106.61,,6.15%,8.05%,0.57,85.14%,153.70%,,566.69
"EVC","Entravision Communications Corp","Communication Services","Advertising Agencies","USA",257.47,,52.48%,1.19%,1.76,10.55%,13.20%,1.00,430.40
"ACRS","Aclaris Therapeutics Inc","Healthcare","Biotechnology","USA",312.03,,67.19%,4.22%,3.25,56.52%,-24.21%,1.29,1200.19
"FOSL","Fossil Group Inc","Consumer Cyclical","Footwear & Accessories","USA",166.65,,51.95%,10.94%,5.28,0.99%,160.68%,1.00,998.28
