"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CYPH","Cypherpunk Technologies Inc","Financial","Asset Management","USA",163.15,,13.01%,7.11%,0.14,973.03%,-0.35%,3.00,21239.66
"BHVN","Biohaven Ltd","Healthcare","Biotechnology","USA",1021.02,,83.96%,10.39%,2.86,-34.38%,-80.18%,1.50,3374.48
"JHX","James Hardie Industries plc","Basic Materials","Building Materials","Ireland",10476.27,37.89,37.10%,2.70%,1.83,-2.96%,-48.57%,1.95,8497.46
"CCOI","Cogent Communications Holdings Inc","Communication Services","Telecom Services","USA",978.75,,102.68%,15.24%,4.49,-46.87%,-74.39%,2.31,1589.48
"PRZO","ParaZero Technologies Ltd","Industrials","Aerospace & Defense","Israel",26.22,,1.22%,8.91%,1.53,4.28%,149.07%,,952.38
"UPST","Upstart Holdings Inc","Financial","Credit Services","USA",3682.30,166.15,71.35%,34.96%,4.08,-40.75%,-43.83%,2.50,7254.54
"XP","XP Inc","Financial","Capital Markets","Brazil",9919.68,11.82,62.01%,5.00%,2.76,17.33%,12.86%,1.50,7203.88
"ACVA","ACV Auctions Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",1121.97,,100.84%,6.61%,2.76,-42.74%,-67.45%,1.73,3931.72
"TPC","Tutor Perini Corp","Industrials","Engineering & Construction","USA",3195.71,,81.79%,5.00%,4.07,8.22%,119.85%,1.00,549.34
"NFE","New Fortress Energy Inc","Energy","Oil & Gas Midstream","USA",321.55,,60.49%,32.12%,3.25,-49.78%,-87.69%,2.75,18691.41
"BLND","Blend Labs Inc","Technology","Software - Application","USA",796.12,,50.68%,6.52%,3.67,2.85%,-30.02%,1.57,3507.00
"NEXT","NextDecade Corporation","Energy","Oil & Gas Equipment & Services","USA",1579.54,,38.94%,10.35%,3.85,-40.53%,-17.95%,2.33,4116.56
"NIQ","NIQ Global Intelligence plc","Financial","Closed-End Fund - Debt","USA",4250.98,,19.91%,10.83%,4.20,-16.61%,,1.43,1449.16
"OABI","OmniAb Inc","Healthcare","Biotechnology","USA",222.41,,44.06%,5.28%,10.53,-15.57%,-62.04%,1.00,547.11
"BAM","Brookfield Asset Management Ltd","Financial","Asset Management","USA",80553.10,30.81,22.07%,3.72%,6.88,-15.77%,-10.81%,2.38,2157.90
"NOA","North American Construction Group Ltd","Energy","Oil & Gas Equipment & Services","Canada",398.48,15.64,61.87%,3.83%,8.47,4.78%,-31.86%,2.12,117.67
"AACG","ATA Creativity Global ADR","Consumer Defensive","Education & Training Services","China",39.57,,0.75%,0.29%,0.38,-32.61%,21.57%,1.00,66.57
"MNRO","Monro Inc","Consumer Cyclical","Auto Parts","USA",503.73,,122.61%,25.37%,6.56,4.48%,-43.04%,2.60,921.47
"RLGT","Radiant Logistics, Inc","Industrials","Integrated Freight & Logistics","USA",280.85,19.23,54.42%,1.43%,2.55,-1.80%,-11.78%,1.00,199.26
"TGNA","TEGNA Inc","Communication Services","Broadcasting","USA",3214.69,9.42,94.72%,6.45%,3.63,-4.95%,10.22%,3.00,2825.68
"PRMB","Primo Brands Corp","Consumer Defensive","Beverages - Non-Alcoholic","USA",5807.93,,75.20%,6.61%,2.66,-37.44%,-44.71%,1.50,6228.34
