"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"PLUR","Pluri Inc","Healthcare","Biotechnology","Israel",33.13,,16.78%,0.31%,1.67,-14.29%,-10.91%,1.00,9.88
"MGTX","MeiraGTx Holdings plc","Healthcare","Biotechnology","USA",744.14,,56.70%,6.24%,10.04,15.34%,44.08%,1.00,357.91
"SRFM","Surf Air Mobility Inc","Industrials","Airlines","USA",152.89,,9.42%,8.95%,1.16,-14.80%,98.33%,2.00,2688.66
"MP","MP Materials Corporation","Basic Materials","Other Industrial Metals & Mining","USA",11084.58,,76.31%,17.90%,1.60,-16.49%,218.04%,1.69,15116.63
"MTEK","Maris Tech Ltd","Technology","Electronic Components","Israel",11.33,,9.82%,0.52%,0.15,-43.20%,-20.66%,,147.62
"ANTX","AN2 Therapeutics Inc","Healthcare","Biotechnology","USA",33.07,,29.38%,0.25%,0.52,15.25%,10.01%,2.00,78.35
"GFI","Gold Fields Ltd ADR","Basic Materials","Gold","South Africa",36847.97,19.74,16.84%,0.79%,1.95,31.24%,159.91%,2.38,3639.00
"EML","Eastern Co","Industrials","Tools & Accessories","USA",125.93,24.22,73.72%,0.68%,3.45,-12.85%,-32.21%,1.00,10.98
"LTRX","Lantronix Inc","Technology","Communication Equipment","USA",208.28,,25.14%,1.24%,0.77,74.08%,38.53%,1.00,480.33
"HUT","Hut 8 Corp","Financial","Capital Markets","USA",5042.23,25.39,66.37%,15.43%,2.09,116.27%,151.05%,1.00,7083.19
"ONDS","Ondas Holdings Inc","Technology","Communication Equipment","USA",2229.79,,18.18%,3.79%,0.24,41.38%,674.29%,1.62,55554.65
"STKH","Steakholder Foods Ltd ADR","Consumer Defensive","Packaged Foods","Israel",1.44,,2.91%,,0.05,-62.16%,-97.39%,1.00,676.47
"NRXP","NRX Pharmaceuticals Inc","Healthcare","Biotechnology","USA",60.74,,26.17%,4.39%,1.87,6.90%,95.04%,1.00,489.47
"MOB","Mobilicom Limited ADR","Industrials","Aerospace & Defense","Israel",32.49,,16.39%,8.43%,0.76,71.50%,381.63%,1.00,533.48
"LUV","Southwest Airlines Co","Industrials","Airlines","USA",17314.14,51.02,97.25%,6.36%,3.60,8.98%,6.66%,3.00,9045.33
"BGLC","BioNexus Gene Lab Corp","Basic Materials","Specialty Chemicals","Malaysia",9.43,,0.53%,1.21%,0.15,-9.40%,47.06%,,102.86
"AREC","American Resources Corporation","Basic Materials","Coking Coal","USA",410.65,,15.24%,15.88%,1.32,157.81%,304.41%,1.00,8439.49
"ERO","Ero Copper Corp","Basic Materials","Copper","Canada",2304.54,16.80,77.02%,5.75%,6.17,62.13%,30.24%,1.88,889.99
"SONO","Sonos Inc","Technology","Consumer Electronics","USA",2007.82,,94.92%,5.73%,3.70,29.56%,21.86%,1.67,1826.86
"MG","Mistras Group Inc","Industrials","Security & Protection Services","USA",386.49,21.47,44.76%,4.15%,6.59,33.89%,34.18%,1.00,118.29
"FRSX","Foresight Autonomous Holdings Ltd ADR","Consumer Cyclical","Auto Parts","Israel",9.18,,1.28%,,0.98,-11.11%,-47.54%,1.00,53.58
"DAL","Delta Air Lines, Inc","Industrials","Airlines","USA",39112.01,8.44,82.76%,2.71%,2.12,2.50%,-3.88%,1.44,8327.02
"DCOM","Dime Community Bancshares Inc","Financial","Banks - Regional","USA",1200.07,24.00,83.33%,5.04%,10.43,-5.76%,-21.12%,1.00,202.69
"VYGR","Voyager Therapeutics Inc","Healthcare","Biotechnology","USA",237.40,,59.80%,7.07%,4.53,26.25%,-41.21%,1.08,710.07
"SIEB","Siebert Financial Corp","Financial","Capital Markets","USA",107.94,11.24,8.28%,3.73%,7.81,-35.35%,3.09%,,46.64
"OCGN","Ocugen Inc","Healthcare","Biotechnology","USA",427.88,,16.35%,18.91%,12.77,33.01%,38.12%,1.00,4550.09
"OTEX","Open Text Corp","Technology","Software - Application","Canada",8840.16,18.22,74.82%,4.02%,6.71,17.87%,19.00%,2.67,1473.61
