"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CODX","Co-Diagnostics Inc","Healthcare","Medical Devices","USA",56.80,,10.77%,0.26%,0.02,352.97%,-4.84%,2.00,6429.10
"JUNS","Jupiter Neurosciences Inc","Healthcare","Biotechnology","USA",60.43,,0.19%,0.92%,0.92,23.05%,,1.00,151.14
"EMPD","Empery Digital Inc","Consumer Cyclical","Auto Manufacturers","USA",318.84,,6.11%,1.82%,0.98,-41.09%,-86.84%,1.00,819.08
"SURG","Surgepays Inc","Communication Services","Telecom Services","USA",59.05,,7.84%,1.28%,1.38,6.64%,64.20%,2.00,118.89
"LYB","LyondellBasell Industries NV","Basic Materials","Specialty Chemicals","United Kingdom",15749.03,64.23,72.92%,6.90%,3.59,-21.63%,-44.90%,2.72,4921.38
"STM","ST Microelectronics","Technology","Semiconductors","Switzerland",22678.57,44.68,9.89%,1.23%,1.65,-4.24%,-8.91%,2.39,6644.10
"IMAX","Imax Corp","Communication Services","Entertainment","Canada",1739.86,45.22,90.08%,14.04%,5.85,24.43%,59.86%,1.50,1036.42
"KHC","Kraft Heinz Co","Consumer Defensive","Packaged Foods","USA",30270.08,,84.74%,4.65%,3.93,-10.45%,-27.96%,2.87,13944.61
"HAL","Halliburton Co","Energy","Oil & Gas Equipment & Services","USA",22905.16,17.79,91.86%,3.13%,1.96,16.40%,-3.40%,1.73,13552.09
"VZ","Verizon Communications Inc","Communication Services","Telecom Services","USA",165301.03,9.11,67.57%,2.31%,4.71,-8.21%,-8.53%,2.42,20682.96
"CVE","Cenovus Energy Inc","Energy","Oil & Gas Integrated","Canada",30811.72,16.81,51.36%,4.23%,2.99,12.85%,2.51%,1.26,17910.06
