"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"AMAT","Applied Materials Inc","Technology","Semiconductor Equipment & Materials","USA",159376.29,23.85,80.58%,2.82%,2.95,16.34%,7.48%,1.86,7613.17
"ACLS","Axcelis Technologies Inc","Technology","Semiconductor Equipment & Materials","USA",3130.07,20.37,102.90%,14.85%,8.88,49.74%,1.82%,2.67,514.76
"LRCX","Lam Research Corp","Technology","Semiconductor Equipment & Materials","USA",166065.34,31.67,86.02%,2.52%,2.80,43.75%,74.22%,1.69,11290.56
"GCT","GigaCloud Technology Inc","Technology","Software - Infrastructure","USA",1153.34,9.22,30.94%,12.53%,3.16,66.23%,76.48%,1.50,1000.39
"NVDA","NVIDIA Corp","Technology","Semiconductors","USA",4436936.92,51.97,67.97%,0.84%,1.12,26.65%,61.06%,1.35,175475.11
"HUT","Hut 8 Corp","Financial","Capital Markets","USA",3952.10,26.54,62.01%,17.10%,2.74,135.68%,239.84%,1.00,5847.17
"CCLD","CareCloud Inc","Healthcare","Health Information Services","USA",153.00,,19.20%,2.01%,1.46,45.18%,30.51%,2.00,492.48
"SMCI","Super Micro Computer Inc","Technology","Computer Hardware","USA",27978.39,28.37,52.09%,18.61%,2.60,15.14%,7.76%,2.63,36568.96
"INMD","Inmode Ltd","Healthcare","Medical Devices","Israel",1050.68,6.12,53.80%,5.50%,2.75,11.97%,-13.49%,2.86,1256.15
"NVMI","Nova Ltd","Technology","Semiconductor Equipment & Materials","Israel",9339.33,43.34,78.51%,6.43%,4.94,35.46%,64.87%,1.38,383.13
"IESC","IES Holdings Inc","Industrials","Engineering & Construction","USA",7672.66,31.40,97.02%,4.05%,5.23,37.33%,133.43%,1.00,150.16
"BLBD","Blue Bird Corp","Industrials","Farm & Heavy Construction Machinery","USA",1916.41,17.25,109.00%,14.73%,7.93,40.95%,18.21%,1.38,579.52
"AYI","Acuity Inc","Industrials","Electrical Equipment & Parts","USA",10390.08,26.72,95.87%,1.96%,2.02,20.73%,26.55%,1.80,296.73
"HIMS","Hims & Hers Health Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",13120.43,72.65,77.75%,36.85%,2.09,38.28%,255.92%,2.82,35729.09
"ENVA","Enova International Inc","Financial","Credit Services","USA",3160.47,13.42,98.60%,8.26%,5.79,26.63%,52.46%,1.25,336.95
