"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"DFLI","Dragonfly Energy Holdings Corp","Industrials","Electrical Equipment & Parts","USA",133.15,,7.10%,,0.29,894.30%,-68.04%,1.00,44455.58
"NUKK","Nukkleus Inc","Technology","Software - Application","USA",74.19,0.53,3.04%,36.22%,0.38,31.62%,364.00%,,4353.50
"VELO","Velo3D Inc","Technology","Computer Hardware","USA",107.67,,0.00%,20.50%,0.70,-27.87%,-53.17%,1.00,634.45
"APLT","Applied Therapeutics Inc","Healthcare","Biotechnology","USA",164.17,,61.16%,8.99%,2.52,169.69%,-86.11%,2.25,4472.87
"BTQ","BTQ Technologies Corp","Technology","Software - Infrastructure","Canada",1671.87,,0.23%,3.03%,0.93,101.00%,4964.99%,1.00,3005.82
"BKKT","Bakkt Holdings Inc","Technology","Software - Infrastructure","USA",871.52,,15.40%,23.42%,1.13,111.73%,283.23%,1.00,2492.99
"PLUG","Plug Power Inc","Industrials","Electrical Equipment & Parts","USA",4614.59,,37.02%,34.80%,4.18,154.90%,91.18%,2.88,91837.51
"LAES","SEALSQ Corp","Technology","Semiconductors","Switzerland",975.67,,4.93%,14.13%,1.27,82.44%,1430.59%,1.00,15795.46
"LPTH","Lightpath Technologies, Inc","Technology","Electronic Components","USA",397.56,,36.17%,2.44%,0.82,170.52%,513.79%,1.00,1217.26
"UAVS","AgEagle Aerial Systems Inc","Technology","Computer Hardware","USA",79.64,,2.88%,10.05%,0.36,85.71%,-70.42%,1.00,8805.54
"POET","POET Technologies Inc","Technology","Semiconductors","Canada",764.78,,7.60%,7.40%,1.38,18.23%,112.88%,1.00,4814.01
"BLNK","Blink Charging Co","Industrials","Engineering & Construction","USA",233.51,,20.34%,17.10%,3.80,134.74%,14.36%,2.00,4233.34
"NCNA","NuCana plc ADR","Healthcare","Biotechnology","United Kingdom",11.04,,0.15%,22.88%,0.61,-42.43%,-98.67%,3.00,721.39
"BURU","Nuburu Inc","Industrials","Specialty Industrial Machinery","USA",67.68,,0.56%,9.72%,0.14,76.86%,-56.61%,,94477.10
"QMCO","Quantum Corp","Technology","Computer Hardware","USA",157.17,,6.79%,18.81%,1.36,37.05%,256.04%,3.00,1694.32
"CABA","Cabaletta Bio Inc","Healthcare","Biotechnology","USA",227.75,,68.29%,7.93%,2.57,52.76%,-39.86%,1.40,2352.07
"ARBE","Arbe Robotics Ltd","Technology","Scientific & Technical Instruments","Israel",248.19,,22.08%,5.70%,1.38,56.29%,16.26%,1.67,3118.42
"AAOI","Applied Optoelectronics Inc","Technology","Communication Equipment","USA",1814.86,,53.64%,23.58%,2.66,-0.48%,79.96%,1.71,5075.68
"CLIR","ClearSign Technologies Corp","Industrials","Pollution & Treatment Controls","USA",48.24,,8.65%,1.03%,0.56,75.24%,8.90%,1.00,756.10
"EVAX","Evaxion A/S ADR","Healthcare","Biotechnology","Denmark",39.56,,1.89%,12.49%,0.44,146.46%,-53.28%,1.00,1441.24
"RVSN","Rail Vision Ltd","Industrials","Railroads","Israel",32.16,,0.85%,0.25%,0.02,85.46%,16.21%,1.00,5235.54
"BCAB","BioAtla Inc","Healthcare","Biotechnology","USA",53.44,,15.58%,9.59%,4.83,131.05%,-54.50%,2.33,885.91
"NXL","Nexalin Technology Inc","Healthcare","Medical Devices","USA",23.65,,7.36%,0.93%,0.03,31.37%,115.09%,1.00,4143.36
"NPWR","NET Power Inc","Industrials","Specialty Industrial Machinery","USA",861.55,,38.99%,6.16%,3.19,33.67%,-42.29%,2.25,1494.91
"MNTS","Momentus Inc","Industrials","Aerospace & Defense","USA",16.64,,8.02%,8.62%,0.15,19.17%,-90.36%,1.00,6275.76
"BZAI","Blaize Holdings Inc","Technology","Software - Application","USA",502.84,,31.74%,6.88%,1.30,75.00%,-56.33%,1.00,3545.53
"DGNX","Diginex Ltd","Industrials","Consulting Services","United Kingdom",5190.12,,0.25%,0.47%,0.26,2676.50%,,,1202.66
"ATXG","Addentax Group Corp","Industrials","Integrated Freight & Logistics","China",12.07,,6.61%,7.40%,1.46,62.10%,44.91%,,547.38
"MYO","Myomo Inc","Healthcare","Medical Devices","USA",41.96,,58.58%,6.90%,1.42,-44.50%,-71.39%,1.00,1675.54
"ACET","Adicet Bio Inc","Healthcare","Biotechnology","USA",150.08,,42.74%,,4.83,28.45%,-31.04%,1.25,989.41
