"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"JDST","Direxion Daily Junior Gold Miners Index Bear -2X Shares","Financial","Exchange Traded Fund","USA",,,,,0.06,-44.89%,-84.72%,,28727.74
"YSG","Yatsen Holding Ltd ADR","Consumer Defensive","Household & Personal Products","China",397.50,,24.97%,0.89%,1.70,-39.33%,59.71%,1.50,320.29
"PLBY","Playboy Inc","Consumer Cyclical","Leisure","USA",179.95,,9.08%,3.66%,5.04,-1.76%,50.45%,1.67,357.58
"ABSI","Absci Corp","Healthcare","Biotechnology","USA",448.86,,65.07%,22.40%,5.79,13.50%,7.76%,1.00,5249.07
"BTCZ","T-Rex 2X Inverse Bitcoin Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,0.05,58.93%,-33.78%,,3141.19
"GGR","Gogoro Inc","Consumer Cyclical","Auto Manufacturers","Taiwan",56.36,,1.17%,0.91%,3.84,-46.57%,-59.89%,3.00,23.78
"SPCE","Virgin Galactic Holdings Inc","Industrials","Aerospace & Defense","USA",226.25,,20.25%,17.47%,2.79,13.65%,-48.56%,2.88,3918.68
"CVRX","CVRx Inc","Healthcare","Medical Devices","USA",247.42,,30.51%,10.81%,8.09,21.03%,-30.74%,1.57,210.36
"TSQ","Townsquare Media Inc","Communication Services","Advertising Agencies","USA",75.88,4.50,44.31%,0.94%,1.92,-33.09%,-53.58%,1.00,63.36
"HIBS","Direxion Daily S&P 500 High Beta Bear 3X Shares","Financial","Exchange Traded Fund","USA",,,,,0.18,-10.40%,-64.75%,,1048.27
"GROV","Grove Collaborative Holdings Inc","Consumer Defensive","Household & Personal Products","USA",57.53,,15.24%,5.61%,23.12,-6.71%,2.21%,1.00,71.73
"BULU","T-REX 2X Long BULL Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,1.35,-75.48%,,,19.99
"OMER","Omeros Corporation","Healthcare","Biotechnology","USA",599.11,,46.47%,17.85%,3.60,92.05%,42.74%,1.80,3375.15
"OABI","OmniAb Inc","Healthcare","Biotechnology","USA",244.01,,43.98%,5.28%,10.36,-8.38%,-54.44%,1.00,556.12
"KLTR","Kaltura Inc","Technology","Software - Application","USA",236.06,,21.93%,1.46%,1.43,1.34%,-24.50%,1.67,775.41
"DMAC","DiaMedica Therapeutics Inc","Healthcare","Biotechnology","USA",390.06,,24.91%,16.76%,10.74,22.59%,80.48%,1.00,383.67
"PAYS","PaySign Inc","Technology","Software - Infrastructure","USA",290.35,40.11,44.69%,3.40%,2.05,-2.31%,59.85%,1.00,578.97
"CURI","CuriosityStream Inc","Communication Services","Broadcasting","USA",273.42,,32.68%,5.04%,3.04,7.08%,202.78%,1.00,660.77
"PSNY","Polestar Automotive Holding UK PLC ADR","Consumer Cyclical","Auto Manufacturers","Sweden",1276.96,,2.79%,1.57%,6.32,-48.61%,-49.54%,3.75,5652.33
"AESI","Atlas Energy Solutions Inc","Energy","Oil & Gas Equipment & Services","USA",1120.80,,71.10%,21.36%,6.36,-23.58%,-56.81%,2.69,2641.29
"SERV","Serve Robotics Inc","Industrials","Specialty Industrial Machinery","USA",686.00,,31.46%,20.28%,1.17,-5.15%,14.69%,1.33,10696.59
"CDXS","Codexis Inc","Healthcare","Biotechnology","USA",149.49,,72.97%,5.19%,4.76,-42.63%,-57.89%,1.57,956.77
"QNCX","Quince Therapeutics Inc","Healthcare","Biotechnology","USA",109.70,,20.78%,2.73%,4.11,20.86%,12.57%,1.00,318.91
"CTKB","Cytek BioSciences Inc","Healthcare","Medical Devices","USA",686.00,,62.80%,5.52%,5.84,29.28%,-11.03%,2.20,1095.92
"CMPS","Compass Pathways Plc ADR","Healthcare","Medical Care Facilities","United Kingdom",513.61,,57.06%,5.22%,2.56,16.05%,14.81%,1.20,1841.07
"UPLD","Upland Software Inc","Technology","Software - Application","USA",52.94,,47.92%,2.14%,1.24,-38.09%,-42.73%,1.00,351.61
"WEST","Westrock Coffee Company","Consumer Defensive","Packaged Foods","USA",410.05,,28.36%,14.55%,9.10,-34.95%,-36.98%,1.00,556.65
"RILY","B. Riley Financial Inc","Financial","Financial Conglomerates","USA",132.95,,20.63%,23.74%,6.49,-21.14%,-5.54%,,750.86
"PLRX","Pliant Therapeutics Inc","Healthcare","Biotechnology","USA",93.40,,77.31%,6.53%,4.87,4.83%,-87.66%,3.00,765.17
"NMTC","NeuroOne Medical Technologies Corp","Healthcare","Medical Devices","USA",31.91,,41.84%,0.10%,0.14,-18.63%,-8.81%,1.00,353.20
"PEW","GrabAGun Digital Holdings Inc","Industrials","Aerospace & Defense","USA",110.79,,14.25%,12.20%,3.16,-34.90%,-64.95%,1.00,786.76
"ABVC","ABVC BioPharma Inc","Healthcare","Biotechnology","USA",66.83,,3.23%,1.81%,4.62,-14.33%,438.79%,3.00,84.53
"DAWN","Day One Biopharmaceuticals Inc","Healthcare","Biotechnology","USA",872.23,,72.40%,12.16%,5.10,17.99%,-34.70%,1.22,1776.51
