"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"XCH","XCHG Ltd ADR","Industrials","Specialty Industrial Machinery","Germany",78.98,,0.39%,0.01%,0.00,47.33%,-85.37%,,637.06
"RYDE","Ryde Group Ltd","Technology","Software - Application","Singapore",22.90,,0.58%,0.53%,0.05,45.09%,-13.54%,1.00,1819.04
"ADAP","Adaptimmune Therapeutics Plc ADR","Healthcare","Biotechnology","United Kingdom",47.92,,27.57%,11.61%,0.32,-34.61%,-79.26%,3.67,92377.71
"COSM","Cosmos Health Inc","Healthcare","Medical Distribution","Greece",37.22,,3.24%,0.99%,0.21,162.30%,66.69%,1.00,1053.69
"STAI","ScanTech AI Systems Inc","Industrials","Building Products & Equipment","USA",38.51,,33.63%,4.95%,0.22,-16.30%,-94.57%,,12779.29
"BCAB","BioAtla Inc","Healthcare","Biotechnology","USA",49.97,,15.58%,9.59%,4.57,129.63%,-58.89%,2.33,936.24
"IVVD","Invivyd Inc","Healthcare","Biotechnology","USA",370.93,,49.21%,3.81%,0.98,139.71%,69.61%,1.00,6609.32
"XTLB","X.T.L. Biopharmaceuticals Ltd. ADR","Healthcare","Biotechnology","Israel",12.24,,2.59%,0.14%,0.02,-7.96%,-42.81%,1.00,764.73
"PCSA","Processa Pharmaceuticals Inc","Healthcare","Biotechnology","USA",20.92,,0.74%,6.08%,0.26,95.85%,-68.27%,2.00,10144.82
"RVPH","Reviva Pharmaceuticals Holdings Inc","Healthcare","Biotechnology","USA",59.40,,14.38%,16.09%,1.80,52.17%,-49.46%,1.00,7695.21
"PMAX","Powell Max Ltd","Industrials","Specialty Business Services","Hong Kong",8.94,,0.61%,5.01%,0.06,0.32%,-86.49%,,556.37
"STEX","Streamex Corp","Healthcare","Medical Devices","USA",209.69,,26.23%,8.51%,1.87,25.16%,1763.64%,1.00,1193.50
"OP","OceanPal Inc","Industrials","Marine Shipping","Greece",12.36,,0.99%,0.27%,0.01,-95.95%,-95.62%,,1190.38
"APLT","Applied Therapeutics Inc","Healthcare","Biotechnology","USA",167.24,,61.16%,8.99%,2.49,147.14%,-86.45%,2.25,4534.88
