"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"CSTE","Caesarstone Ltd","Industrials","Building Products & Equipment","Israel",43.89,,31.50%,0.21%,0.66,-30.98%,-71.33%,1.00,65.34
"FTCI","FTC Solar Inc","Technology","Solar","USA",131.27,,4.57%,11.16%,12.75,56.75%,39.42%,2.33,84.21
"REPL","Replimune Group Inc","Healthcare","Biotechnology","USA",686.89,,96.64%,27.51%,1.86,177.60%,-26.48%,2.11,9796.91
"SLS","SELLAS Life Sciences Group Inc","Healthcare","Biotechnology","USA",248.91,,21.56%,20.49%,9.10,11.80%,71.55%,1.00,2758.10
"TOON","Kartoon Studios Inc","Communication Services","Entertainment","USA",43.09,,13.07%,2.39%,4.45,8.15%,3.47%,1.00,265.12
"TERN","Terns Pharmaceuticals Inc","Healthcare","Biotechnology","USA",679.96,,82.85%,14.88%,8.48,30.59%,3.60%,1.45,1222.11
"PLRX","Pliant Therapeutics Inc","Healthcare","Biotechnology","USA",111.11,,82.37%,7.08%,4.51,13.84%,-87.63%,3.00,849.61
"TOI","Oncology Institute Inc","Healthcare","Medical Care Facilities","USA",444.15,,30.10%,10.49%,3.18,25.99%,1257.14%,1.00,1833.92
"LXEO","Lexeo Therapeutics Inc","Healthcare","Biotechnology","USA",498.43,,69.34%,17.19%,8.97,116.67%,-8.34%,1.11,815.41
"PLX","Protalix BioTherapeutics Inc","Healthcare","Biotechnology","USA",188.17,31.89,15.60%,6.19%,6.02,57.33%,122.64%,1.00,781.93
"VERU","Veru Inc","Healthcare","Biotechnology","USA",55.70,,23.84%,7.23%,5.38,-27.62%,-58.70%,2.00,169.24
"RZLT","Rezolute Inc","Healthcare","Biotechnology","USA",834.71,,88.94%,12.16%,7.68,44.04%,73.72%,1.00,1241.15
"PGEN","Precigen Inc","Healthcare","Biotechnology","USA",1290.22,,27.28%,26.12%,3.49,174.05%,362.01%,1.50,9182.89
"VSTM","Verastem Inc","Healthcare","Biotechnology","USA",489.28,,83.79%,31.69%,7.18,32.06%,132.46%,1.00,2520.04
"CRDL","Cardiol Therapeutics Inc","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",99.64,,10.93%,2.56%,2.08,-22.22%,-36.36%,1.00,979.02
"ACHV","Achieve Life Sciences Inc","Healthcare","Biotechnology","Canada",255.52,,54.16%,11.47%,3.25,85.87%,2.25%,1.00,1457.49
"RLAY","Relay Therapeutics Inc","Healthcare","Biotechnology","USA",1182.74,,78.63%,16.85%,11.75,85.41%,3.00%,1.42,1865.85
"SGHT","Sight Sciences Inc","Healthcare","Medical Devices","USA",276.50,,30.71%,3.63%,6.65,49.15%,-6.55%,2.14,149.73
