"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"NVX","Novonix Limited ADR","Industrials","Electrical Equipment & Parts","Australia",220.82,,0.50%,0.23%,1.06,15.79%,-32.31%,1.00,264.90
"ENFY","Enlightify Inc","Basic Materials","Agricultural Inputs","China",14.67,,0.50%,0.31%,0.27,-14.70%,-63.10%,,97.85
"DDD","3D Systems Corp","Technology","Computer Hardware","USA",383.47,,51.25%,29.32%,9.10,73.84%,5.28%,2.50,3951.02
"CLLS","Cellectis ADR","Healthcare","Biotechnology","France",246.55,,16.36%,0.42%,1.43,116.46%,61.32%,1.75,179.78
"ULCC","Frontier Group Holdings Inc","Industrials","Airlines","USA",992.48,,40.28%,25.69%,5.19,4.82%,-18.69%,2.92,4168.16
"ELDN","Eledon Pharmaceuticals Inc","Healthcare","Biotechnology","USA",165.28,,64.16%,9.72%,6.35,-10.39%,10.84%,1.00,854.75
"NAK","Northern Dynasty Minerals Ltd","Basic Materials","Other Industrial Metals & Mining","Canada",673.14,,13.81%,4.62%,1.97,-12.86%,268.02%,1.00,12745.69
"LAR","Lithium Argentina AG","Basic Materials","Other Industrial Metals & Mining","Switzerland",603.76,,17.05%,7.20%,4.30,60.34%,14.11%,1.73,1975.59
"ACIU","AC Immune SA","Healthcare","Biotechnology","Switzerland",309.69,,24.92%,2.58%,10.84,51.21%,-17.20%,1.00,145.50
"TMC","TMC the metals company Inc","Basic Materials","Other Industrial Metals & Mining","Canada",2893.52,,11.15%,20.44%,2.93,0.14%,571.70%,1.00,9935.72
"MAPS","WM Technology Inc","Technology","Software - Application","USA",187.09,13.76,39.30%,1.79%,1.25,29.35%,36.78%,2.00,1190.68
"CHRS","Coherus Oncology Inc","Healthcare","Biotechnology","USA",192.94,,46.81%,30.15%,23.28,104.94%,59.62%,1.60,1368.97
"SLN","Silence Therapeutics Plc ADR","Healthcare","Biotechnology","United Kingdom",245.60,,21.98%,1.83%,11.48,-5.80%,-71.40%,1.67,70.42
"CAPR","Capricor Therapeutics Inc","Healthcare","Biotechnology","USA",364.37,,36.30%,30.24%,6.39,-22.24%,-47.60%,1.00,1900.12
"AP","Ampco-Pittsburgh Corp","Industrials","Metal Fabrication","USA",46.52,,47.56%,1.55%,4.04,-21.03%,14.50%,3.00,59.17
