"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"TRX","TRX Gold Corp","Basic Materials","Gold","Canada",196.57,534.54,2.37%,0.86%,1.18,96.80%,91.80%,1.00,2010.45
"GNS","Genius Group Ltd","Consumer Defensive","Education & Training Services","Singapore",74.44,,3.87%,5.58%,2.13,-10.79%,61.69%,,2023.26
"PZG","Paramount Gold Nevada Corp","Basic Materials","Gold","USA",93.08,,10.36%,0.52%,0.41,68.87%,238.50%,1.00,650.51
"CNTX","Context Therapeutics Inc","Healthcare","Biotechnology","USA",113.34,,42.54%,1.41%,2.83,56.89%,-39.53%,1.00,299.82
"EM","Smart Share Global Ltd ADR","Consumer Cyclical","Personal Services","China",304.95,,9.67%,0.03%,0.06,19.85%,116.65%,1.00,1050.93
"GLDG","GoldMining Inc","Basic Materials","Gold","Canada",300.44,,9.09%,1.02%,0.82,79.48%,54.26%,1.00,2465.95
"PMVP","PMV Pharmaceuticals Inc","Healthcare","Biotechnology","USA",76.84,,60.28%,3.51%,1.23,-4.61%,-17.14%,1.00,1237.67
"SMRT","SmartRent Inc","Technology","Software - Application","USA",285.69,,55.27%,2.28%,3.55,14.39%,-1.95%,3.00,1034.77
"PLBY","Playboy Inc","Consumer Cyclical","Leisure","USA",167.78,,8.76%,4.45%,5.78,-8.77%,73.31%,1.67,312.08
"SID","Companhia Siderurgica Nacional ADR","Basic Materials","Steel","Brazil",2201.31,,2.35%,0.46%,2.34,29.69%,-16.58%,3.58,2598.42
"NAUT","Nautilus Biotechnology Inc","Healthcare","Biotechnology","USA",219.77,,27.01%,0.31%,0.39,144.18%,-28.10%,1.00,468.28
"GRWG","GrowGeneration Corp","Consumer Cyclical","Specialty Retail","USA",108.92,,37.15%,2.61%,2.22,25.52%,-2.15%,2.33,639.98
"DLPN","Dolphin Entertainment Inc","Communication Services","Advertising Agencies","USA",21.81,,4.11%,1.36%,0.50,54.24%,43.31%,1.00,241.96
"THM","International Tower Hill Mines Ltd","Basic Materials","Gold","Canada",384.41,,62.19%,0.40%,0.80,54.10%,285.41%,1.00,881.12
"MIST","Milestone Pharmaceuticals Inc","Healthcare","Biotechnology","Canada",165.74,,21.52%,5.42%,3.48,14.71%,0.52%,1.80,1310.77
"LCTX","Lineage Cell Therapeutics Inc","Healthcare","Biotechnology","USA",451.07,,42.85%,15.55%,17.06,63.20%,107.46%,1.43,1981.50
"FORA","Forian Inc","Healthcare","Health Information Services","USA",69.97,,11.82%,2.08%,1.16,12.45%,11.34%,1.00,151.48
"SND","Smart Sand Inc","Energy","Oil & Gas Equipment & Services","USA",101.94,23.93,25.63%,0.32%,0.96,23.17%,-4.45%,3.00,100.50
"HKIT","Hitek Global Inc","Technology","Software - Application","China",69.73,,0.21%,0.11%,0.04,55.56%,80.30%,,192.05
"NEWP","New Pacific Metals Corp","Basic Materials","Silver","Canada",452.05,,16.43%,2.23%,3.59,57.77%,55.77%,2.00,674.68
"BWEN","Broadwind Inc","Industrials","Specialty Industrial Machinery","USA",57.83,,26.59%,0.20%,0.19,10.09%,36.41%,1.00,202.54
"CCCC","C4 Therapeutics Inc","Healthcare","Biotechnology","USA",244.51,,58.18%,6.95%,2.45,2.56%,-57.09%,1.38,1963.31
"WETH","Wetouch Technology Inc","Technology","Electronic Components","China",32.34,4.35,2.66%,0.61%,0.23,204.53%,65.75%,,308.80
"APUS","Apimeds Pharmaceuticals US Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",34.33,,2.68%,2.28%,0.57,70.62%,,,124.53
"ZVIA","Zevia PBC","Consumer Defensive","Beverages - Non-Alcoholic","USA",204.76,,56.99%,3.12%,1.97,-6.19%,42.19%,1.67,795.56
"VRA","Vera Bradley Inc","Consumer Cyclical","Footwear & Accessories","USA",76.55,,56.43%,6.69%,5.99,39.80%,-49.45%,1.00,212.83
"IH","iHuman Inc ADR","Consumer Defensive","Education & Training Services","China",65.37,10.24,0.84%,,0.30,2.11%,76.74%,1.00,16.11
"AWX","Avalon Holdings Corp","Industrials","Waste Management","USA",11.47,63.77,7.51%,2.59%,0.18,15.75%,8.49%,1.00,271.44
"TCRT","Alaunos Therapeutics Inc","Healthcare","Biotechnology","USA",6.95,,3.07%,4.14%,0.16,33.04%,42.55%,3.00,511.76
"OKUR","OnKure Therapeutics Inc","Healthcare","Biotechnology","USA",82.11,,26.77%,0.60%,0.41,26.17%,-81.81%,1.00,117.09
"NMG","Nouveau Monde Graphite Inc","Basic Materials","Other Industrial Metals & Mining","Canada",496.37,,1.93%,1.22%,0.65,66.33%,141.48%,1.00,724.69
"MAMO","Massimo Group","Consumer Cyclical","Recreational Vehicles","USA",138.14,,0.12%,0.47%,0.58,16.00%,-24.43%,,38.27
"NAT","Nordic American Tankers Ltd","Energy","Oil & Gas Midstream","Bermuda",777.71,57.57,40.44%,6.62%,5.69,29.32%,18.48%,1.80,2461.70
"GROY","Gold Royalty Corp","Basic Materials","Gold","Canada",631.63,,20.59%,3.99%,1.89,22.11%,176.12%,1.14,3135.31
"IMMX","Immix Biopharma Inc","Healthcare","Biotechnology","USA",126.92,,7.20%,4.50%,1.86,66.52%,113.56%,1.00,456.11
"CLLS","Cellectis ADR","Healthcare","Biotechnology","France",273.22,,16.40%,0.46%,2.24,32.98%,98.43%,1.75,128.02
"KRMD","KORU Medical Systems Inc","Healthcare","Medical Instruments & Supplies","USA",191.88,,55.07%,1.89%,9.46,-0.48%,43.85%,1.40,87.09
"JLHL","Julong Holding Ltd","Industrials","Building Products & Equipment","China",88.45,,0.13%,1.32%,0.34,13.66%,,,49.20
"SVRA","Savara Inc","Healthcare","Biotechnology","USA",829.91,,42.50%,20.55%,11.33,38.82%,3.69%,1.00,1571.00
"ADCT","Adc Therapeutics SA","Healthcare","Biotechnology","Switzerland",526.48,,59.58%,6.68%,7.32,35.78%,42.62%,1.00,885.00
"LAR","Lithium Argentina AG","Basic Materials","Other Industrial Metals & Mining","Switzerland",696.87,,18.13%,8.30%,3.18,29.33%,25.55%,1.82,3063.43
"AMBO","Ambow Education Holding Ltd ADR","Consumer Defensive","Education & Training Services","USA",11.42,,1.09%,0.57%,0.08,43.89%,183.12%,1.00,197.24
"OBIO","Orchestra BioMed Holdings Inc","Healthcare","Biotechnology","USA",250.70,,34.13%,2.25%,3.31,73.10%,-27.57%,1.50,299.25
"USAS","Americas Gold and Silver Corp","Basic Materials","Other Industrial Metals & Mining","Canada",1232.52,,34.30%,1.11%,0.92,90.61%,366.59%,1.00,2454.92
"GWH","ESS Tech Inc","Industrials","Electrical Equipment & Parts","USA",88.28,,2.86%,10.70%,0.14,158.62%,-54.31%,2.00,8650.16
"PYXS","Pyxis Oncology Inc","Healthcare","Biotechnology","USA",281.43,,32.70%,9.20%,5.41,267.48%,-4.64%,1.22,806.63
"DVS","Dolly Varden Silver Corp","Basic Materials","Silver","Canada",387.00,,14.45%,1.61%,1.15,29.06%,36.48%,,776.89
"IDAI","T Stamp Inc","Technology","Software - Application","USA",11.54,,22.35%,2.94%,0.10,67.84%,65.12%,1.00,591.95
"DC","Dakota Gold Corp","Basic Materials","Gold","USA",512.22,,38.00%,3.86%,2.77,14.27%,98.23%,1.00,1066.37
"DHC","Diversified Healthcare Trust","Real Estate","REIT - Healthcare Facilities","USA",1111.45,,75.62%,2.53%,7.08,36.20%,69.37%,2.33,776.24
