"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"NVAX","Novavax, Inc","Healthcare","Biotechnology","USA",1306.69,3.56,58.80%,29.65%,6.82,13.47%,-37.05%,2.62,6430.71
"PDYN","Palladyne AI Corp","Technology","Software - Infrastructure","USA",306.44,,17.98%,23.79%,2.56,-16.80%,359.43%,2.00,2470.34
"FLNC","Fluence Energy Inc","Utilities","Utilities - Renewable","USA",1261.12,,63.62%,21.87%,3.42,39.88%,-63.38%,2.90,4858.52
"MOB","Mobilicom Limited ADR","Industrials","Aerospace & Defense","Israel",31.93,,16.63%,23.33%,2.57,184.19%,610.84%,1.00,437.69
"NVTS","Navitas Semiconductor Corp","Technology","Semiconductors","USA",1292.50,,34.87%,26.47%,1.61,-23.81%,167.18%,2.44,26336.97
"REPL","Replimune Group Inc","Healthcare","Biotechnology","USA",467.94,,96.89%,29.01%,2.05,-38.70%,-43.07%,2.78,9072.26
"ATYR","Atyr Pharma Inc","Healthcare","Biotechnology","USA",543.83,,67.61%,30.64%,6.40,2.87%,193.65%,1.00,4596.88
"FLWS","1-800 Flowers.com Inc","Consumer Cyclical","Specialty Retail","USA",331.14,,54.55%,34.94%,17.57,2.06%,-28.31%,3.00,620.47
"BBAI","BigBear.ai Holdings Inc","Technology","Information Technology Services","USA",1829.42,,34.18%,20.32%,0.61,32.31%,245.10%,1.67,119246.11
"RXRX","Recursion Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2108.12,,53.77%,37.26%,5.05,-10.19%,-20.75%,2.50,24554.65
"PRME","Prime Medicine Inc","Healthcare","Biotechnology","USA",710.14,,22.11%,20.39%,4.53,160.47%,8.29%,1.67,4251.74
"EVGO","EVgo Inc","Consumer Cyclical","Specialty Retail","USA",1221.85,,66.96%,21.58%,6.37,-7.16%,2.94%,1.55,4304.89
"IRBT","Irobot Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",113.27,,44.02%,27.22%,4.18,2.45%,-40.51%,3.00,1863.20
"SPCE","Virgin Galactic Holdings Inc","Industrials","Aerospace & Defense","USA",187.46,,20.42%,20.13%,3.56,2.36%,-45.66%,3.00,3208.15
"SANA","Sana Biotechnology Inc","Healthcare","Biotechnology","USA",782.91,,43.52%,20.89%,5.42,12.09%,-39.83%,1.00,5574.34
"ABSI","Absci Corp","Healthcare","Biotechnology","USA",402.96,,60.00%,24.20%,6.45,-10.47%,-23.00%,1.00,4903.40
"SKIN","Beauty Health Company","Consumer Defensive","Household & Personal Products","USA",294.87,,59.06%,21.10%,14.15,46.23%,72.22%,3.50,1101.86
"VUZI","Vuzix Corporation","Technology","Consumer Electronics","USA",179.44,,31.01%,26.34%,11.18,-26.58%,152.17%,1.00,1505.77
"PROP","Prairie Operating Co","Energy","Oil & Gas E&P","USA",116.39,,17.48%,29.35%,2.97,-41.39%,-70.32%,1.75,1864.31
"DDD","3D Systems Corp","Technology","Computer Hardware","USA",285.37,,51.26%,28.87%,7.87,20.92%,9.07%,2.50,4511.48
"SLS","SELLAS Life Sciences Group Inc","Healthcare","Biotechnology","USA",200.07,,25.57%,28.46%,11.36,26.67%,57.02%,1.00,2582.91
"LAZR","Luminar Technologies Inc","Consumer Cyclical","Auto Parts","USA",125.83,,19.33%,20.29%,3.15,-44.04%,-85.07%,3.50,3795.76
"WOLF","Wolfspeed Inc","Technology","Semiconductors","USA",258.27,,42.55%,28.07%,0.83,15.43%,-78.25%,3.50,52450.30
"ZYXI","Zynex Inc","Healthcare","Medical Distribution","USA",46.05,,18.12%,20.11%,12.09,-25.49%,-80.59%,2.33,296.18
"PLUG","Plug Power Inc","Industrials","Electrical Equipment & Parts","USA",1738.03,,37.97%,32.41%,5.38,9.06%,-11.99%,2.57,64897.52
"BLNK","Blink Charging Co","Industrials","Engineering & Construction","USA",128.41,,20.34%,20.12%,5.62,31.93%,-21.89%,2.00,3365.90
"OTLK","Outlook Therapeutics Inc","Healthcare","Biotechnology","USA",50.62,,20.57%,24.07%,2.19,-36.34%,-85.77%,2.20,3115.50
