"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"HUT","Hut 8 Corp","Financial","Capital Markets","USA",5029.56,33.77,66.96%,15.80%,2.33,134.43%,204.34%,1.00,6356.81
"IESC","IES Holdings Inc","Industrials","Engineering & Construction","USA",8676.00,35.50,97.14%,4.87%,6.59,24.17%,104.61%,1.00,143.05
"CLSK","Cleanspark Inc","Financial","Capital Markets","USA",5443.18,22.06,62.07%,21.18%,2.05,60.97%,52.60%,1.38,28087.69
"MU","Micron Technology Inc","Technology","Semiconductors","USA",245842.50,28.89,80.52%,2.25%,1.09,96.87%,103.13%,1.41,23060.00
"LRCX","Lam Research Corp","Technology","Semiconductor Equipment & Materials","USA",191273.36,33.39,86.04%,2.58%,2.74,53.80%,107.78%,1.71,11831.96
"SMID","Smith-Midland Corp","Basic Materials","Building Materials","USA",212.45,17.66,57.65%,3.75%,17.57,7.60%,21.44%,,9.76
"NVDA","NVIDIA Corp","Technology","Semiconductors","USA",4526117.87,53.01,67.95%,0.90%,1.22,5.38%,29.72%,1.33,172643.32
"KLAC","KLA Corp","Technology","Semiconductor Equipment & Materials","USA",155759.08,38.91,91.06%,2.24%,2.96,28.13%,76.52%,2.27,998.54
"GCT","GigaCloud Technology Inc","Technology","Software - Infrastructure","USA",1067.46,8.53,31.20%,13.38%,3.37,21.16%,5.79%,1.50,1002.20
"GAP","Gap, Inc","Consumer Cyclical","Apparel Retail","USA",8704.77,10.08,57.38%,8.35%,2.22,15.00%,7.96%,2.24,9225.22
"JHX","James Hardie Industries plc","Basic Materials","Building Materials","Ireland",12938.88,29.13,29.20%,3.40%,2.53,-17.26%,-34.53%,2.16,7706.65
"ITRI","Itron Inc","Technology","Scientific & Technical Instruments","USA",6214.90,23.22,112.60%,8.73%,5.81,-0.26%,34.27%,1.50,677.98
"NVMI","Nova Ltd","Technology","Semiconductor Equipment & Materials","Israel",10162.50,47.16,84.29%,4.83%,3.57,28.21%,89.13%,1.38,398.51
"GBX","Greenbrier Cos., Inc","Industrials","Railroads","USA",1418.80,6.45,102.80%,7.93%,8.13,-1.84%,-12.03%,2.50,292.48
"BOOT","Boot Barn Holdings Inc","Consumer Cyclical","Apparel Retail","USA",6018.54,31.07,116.28%,11.74%,6.36,10.25%,21.56%,1.33,560.33
"BLBD","Blue Bird Corp","Industrials","Farm & Heavy Construction Machinery","USA",1787.69,16.09,109.28%,14.82%,8.31,22.25%,30.00%,1.38,556.87
"BLD","TopBuild Corp","Industrials","Engineering & Construction","USA",12718.19,22.27,103.50%,5.04%,3.88,17.67%,19.35%,1.53,362.88
"NSSC","NAPCO Security Technologies Inc","Industrials","Security & Protection Services","USA",1572.09,37.05,90.39%,7.41%,6.86,42.09%,9.19%,1.33,368.23
"IBP","Installed Building Products Inc","Consumer Cyclical","Residential Construction","USA",7328.67,29.83,103.11%,10.30%,5.02,30.22%,15.41%,3.00,475.91
"AMAT","Applied Materials Inc","Technology","Semiconductor Equipment & Materials","USA",182231.96,27.27,80.63%,2.33%,2.25,20.22%,25.00%,1.86,8240.06
"YETI","YETI Holdings Inc","Consumer Cyclical","Leisure","USA",2891.58,16.98,105.36%,12.25%,5.35,-7.89%,-2.68%,2.41,1840.72
