"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"TSSI","TSS Inc","Technology","Information Technology Services","USA",236.70,41.74,41.05%,15.82%,1.50,-46.72%,10.59%,,2568.17
"KLC","KinderCare Learning Companies Inc","Consumer Defensive","Education & Training Services","USA",462.62,,25.10%,7.18%,2.35,-46.51%,-83.36%,2.62,951.11
"BLSX","Tradr 2X Long BLSH Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.27,,,,13.26
"BLSG","Leverage Shares 2X Long BLSH Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.00,,,,19.36
"OM","Outset Medical Inc","Healthcare","Medical Devices","USA",87.39,,98.80%,9.95%,4.83,-66.06%,-53.98%,1.50,358.25
"EVH","Evolent Health Inc","Healthcare","Health Information Services","USA",415.72,,118.20%,15.72%,4.86,-61.20%,-69.84%,1.00,3507.24
"BTDR","Bitdeer Technologies Group","Technology","Software - Application","Singapore",2472.80,,25.75%,22.03%,3.39,-20.30%,-10.21%,1.00,7509.36
"WSC","WillScot Holdings Corp","Industrials","Rental & Leasing Services","USA",2842.00,12.91,106.48%,10.28%,6.70,-37.32%,-55.61%,2.20,2709.37
"BULG","Leverage Shares 2X Long BULL Daily ETF","Financial","Exchange Traded Fund","USA",,,,,0.04,-74.17%,,,416.39
"ULBI","Ultralife Corp","Industrials","Electrical Equipment & Parts","USA",86.74,50.63,34.89%,1.15%,2.09,-27.74%,-30.90%,1.00,55.22
"LOAN","Manhattan Bridge Capital Inc","Real Estate","REIT - Mortgage","USA",51.43,9.71,26.73%,0.10%,0.24,-16.58%,-15.32%,3.00,34.63
"NTGR","Netgear Inc","Technology","Communication Equipment","USA",711.17,,93.58%,6.43%,3.62,-8.88%,2.37%,1.75,469.03
"LMBO","Direxion Daily Crypto Industry Bull 2X Shares","Financial","Exchange Traded Fund","USA",,,,,1.37,-13.65%,-11.28%,,15.41
"AXUP","T-REX 2X Long AXON Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,0.01,,,,21.18
"AIN","Albany International Corp","Consumer Cyclical","Textile Manufacturing","USA",1237.26,,108.23%,2.44%,1.98,-33.92%,-47.34%,3.25,348.31
"ONEW","Onewater Marine Inc","Consumer Cyclical","Specialty Retail","USA",185.80,,76.21%,17.27%,16.53,-34.32%,-42.27%,2.00,125.68
"BULL","Webull Corp","Technology","Software - Application","USA",4138.93,,27.16%,5.62%,0.47,-45.68%,-27.28%,1.00,21152.77
"BLSH","Bullish","Technology","Software - Infrastructure","Cayman Islands",5580.06,,28.82%,7.45%,1.19,-47.71%,,2.00,3741.59
"OXLC","Oxford Lane Capital Corp","Financial","Closed-End Fund - Debt","USA",1283.07,261.00,7.87%,1.52%,1.15,-25.57%,-49.20%,1.00,1232.14
"AUR","Aurora Innovation Inc","Technology","Information Technology Services","USA",7538.27,,57.93%,11.49%,7.50,-35.30%,-36.67%,2.00,17904.34
"FFIV","F5 Inc","Technology","Software - Infrastructure","USA",13057.74,19.26,100.37%,4.56%,3.45,-28.35%,-5.29%,2.88,754.88
"METC","Ramaco Resources Inc","Basic Materials","Coking Coal","USA",1115.62,,50.93%,14.85%,1.78,-25.26%,53.05%,1.88,3436.48
"USPH","U.S. Physical Therapy, Inc","Healthcare","Medical Care Facilities","USA",1047.57,28.99,105.64%,5.28%,5.07,-21.19%,-23.39%,1.29,155.01
"BUR","Burford Capital Limited","Financial","Asset Management","United Kingdom",1884.64,22.28,66.92%,3.75%,3.52,-38.41%,-35.70%,1.00,2014.30
"HDSN","Hudson Technologies, Inc","Basic Materials","Specialty Chemicals","USA",293.20,13.40,77.50%,2.42%,2.94,-30.95%,14.18%,2.00,314.27
"DJT","Trump Media & Technology Group Corp","Communication Services","Internet Content & Information","USA",2917.58,,23.63%,8.59%,2.11,-41.69%,-68.21%,,6546.10
"PDI","PIMCO Dynamic Income Fund","Financial","Closed-End Fund - Debt","USA",6875.62,7.46,15.01%,0.06%,0.07,-9.32%,-7.93%,,3025.33
"PEW","GrabAGun Digital Holdings Inc","Industrials","Aerospace & Defense","USA",110.76,,14.25%,12.20%,3.16,-34.92%,-64.96%,1.00,786.76
"FOXF","Fox Factory Holding Corp","Consumer Cyclical","Auto Parts","USA",569.96,,99.35%,4.73%,3.03,-55.07%,-57.77%,2.14,647.43
"TSYY","GraniteShares YieldBOOST TSLA ETF","Financial","Exchange Traded Fund","USA",,,,,0.10,-26.80%,,,2955.25
