"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"LGCL","Lucas GC Ltd","Technology","Software - Application","China",11.30,1.43,0.17%,0.90%,0.04,-90.45%,-90.96%,,79.63
"DKNX","Defiance Daily Target 2X Long DKNG ETF","Financial","Exchange Traded Fund","USA",,,,,0.10,,,,45.21
"CINT","CI&T Inc","Technology","Software - Infrastructure","Brazil",555.76,24.70,7.62%,0.98%,0.88,-25.40%,-41.84%,1.40,235.28
"GLAD","Gladstone Capital Corp","Financial","Closed-End Fund - Debt","USA",450.17,5.95,11.08%,2.75%,3.49,-29.13%,-16.03%,2.71,169.50
"TCPC","BlackRock TCP Capital Corp","Financial","Asset Management","USA",483.86,,22.39%,3.20%,4.25,-26.34%,-28.55%,3.50,639.20
"SEAT","Vivid Seats Inc","Communication Services","Internet Content & Information","USA",120.71,,44.21%,20.50%,4.22,-65.47%,-84.30%,2.55,160.82
"LPA","Logistic Properties of the Americas","Real Estate","Real Estate - Development","USA",134.71,19.70,0.82%,2.56%,3.51,-34.46%,-53.44%,,23.67
"MLTX","MoonLake Immunotherapeutics","Healthcare","Biotechnology","Switzerland",684.70,,81.31%,10.47%,1.55,-78.54%,-77.65%,2.11,3722.53
"OEC","Orion S.A","Basic Materials","Specialty Chemicals","Luxembourg",384.07,25.40,94.01%,1.69%,1.61,-35.59%,-59.31%,2.60,569.91
"OPRT","Oportun Financial Corp","Financial","Credit Services","USA",231.49,,72.40%,6.93%,4.22,-18.95%,102.31%,2.14,608.91
"PENN","PENN Entertainment Inc","Consumer Cyclical","Resorts & Casinos","USA",2444.12,,99.83%,11.10%,4.50,-3.46%,-10.72%,2.05,3549.73
"CRMT","Americas Car Mart, Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",213.82,16.62,84.56%,16.76%,8.69,-54.89%,-37.29%,2.33,147.91
"JYNT","Joint Corp","Healthcare","Medical Care Facilities","USA",127.20,,76.22%,3.85%,6.86,-26.77%,-21.50%,1.80,77.46
"DRAY","YieldMax DKNG Option Income Strategy ETF","Financial","Exchange Traded Fund","USA",,,,,0.35,-25.58%,,,15.89
"DKNG","DraftKings Inc","Consumer Cyclical","Gambling","USA",29868.87,,83.39%,6.52%,2.71,-23.33%,-12.28%,1.45,11551.92
"MAIN","Main Street Capital Corporation","Financial","Asset Management","USA",5059.07,9.32,22.42%,5.94%,8.93,-10.51%,13.39%,2.71,571.22
"HTGC","Hercules Capital Inc","Financial","Asset Management","USA",3112.10,11.36,31.26%,2.59%,4.28,-9.66%,-13.54%,1.50,1080.45
"MKTW","Marketwise Inc","Financial","Financial Data & Stock Exchanges","USA",232.31,1.32,25.43%,1.82%,2.49,-20.85%,37.87%,3.00,13.91
"MTCH","Match Group Inc","Communication Services","Internet Content & Information","USA",7728.79,15.82,107.38%,3.21%,1.79,0.78%,-12.86%,2.42,4293.10
"LOVE","Lovesac Company","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",211.56,23.23,92.58%,21.16%,7.14,-17.73%,-41.71%,1.00,390.33
"KSPI","Kaspi.kz JSC ADR","Technology","Software - Infrastructure","Kazakhstan",14285.70,6.60,25.07%,0.38%,1.38,-10.59%,-27.09%,1.75,427.20
"ARES","Ares Management Corp","Financial","Asset Management","USA",46925.07,82.17,88.45%,3.52%,4.59,-17.69%,-9.19%,1.89,1585.02
"SLRC","SLR Investment Corp","Financial","Asset Management","USA",781.22,8.80,32.19%,0.62%,1.30,-12.63%,-3.89%,2.67,201.44
"CETX","Cemtrex Inc","Technology","Software - Infrastructure","USA",3.92,0.00,2.16%,16.84%,1.04,-73.43%,-98.58%,1.00,95.86
"ARDX","Ardelyx Inc","Healthcare","Biotechnology","USA",1207.33,,69.81%,8.39%,5.22,11.33%,-14.65%,1.17,3729.64
"GSL","Global Ship Lease Inc","Industrials","Marine Shipping","Greece",993.71,2.58,49.74%,2.29%,2.23,1.76%,12.24%,2.00,333.72
"USNA","Usana Health Sciences Inc","Consumer Defensive","Packaged Foods","USA",375.12,23.03,61.19%,6.35%,5.11,-34.45%,-42.05%,3.00,137.69
"SAR","Saratoga Investment Corp","Financial","Asset Management","USA",352.11,9.33,14.74%,3.25%,3.42,-12.17%,-10.72%,2.78,130.53
"KMX","Carmax Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",6415.66,12.83,109.81%,9.80%,3.90,-30.63%,-38.64%,2.33,3671.73
"RITM","Rithm Capital Corporation","Real Estate","REIT - Mortgage","USA",5711.25,8.33,50.92%,1.52%,1.46,-8.03%,1.41%,1.00,5487.78
"CLDT","Chatham Lodging Trust","Real Estate","REIT - Hotel & Motel","USA",308.57,237.74,90.61%,1.83%,3.28,-12.50%,-24.00%,2.00,266.34
"BWLP","BW LPG Limited","Industrials","Marine Shipping","Singapore",1914.45,8.20,28.54%,1.61%,3.50,-1.25%,-16.17%,,384.69
"BDN","Brandywine Realty Trust","Real Estate","REIT - Office","USA",637.63,,87.55%,7.41%,5.16,-14.49%,-34.17%,3.40,2407.09
"CARS","Cars.com","Communication Services","Internet Content & Information","USA",632.28,16.75,95.65%,12.18%,8.21,-16.95%,-33.83%,1.86,823.45
