"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"EVOK","Evoke Pharma Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",16.61,,30.53%,1.20%,0.11,87.02%,82.22%,1.00,166.09
"GTE","Gran Tierra Energy Inc","Energy","Oil & Gas E&P","Canada",136.59,,49.10%,3.63%,3.11,-3.25%,-38.77%,2.00,369.11
"VSEE","VSee Health Inc","Healthcare","Health Information Services","USA",17.36,,9.03%,0.15%,0.00,-23.88%,-37.04%,1.00,12094.59
"CBSH","Commerce Bancshares, Inc","Financial","Banks - Regional","USA",7142.99,12.78,72.18%,3.80%,5.21,-11.18%,-10.07%,3.00,942.53
"LNTH","Lantheus Holdings Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",3923.94,15.33,116.65%,11.71%,4.37,11.26%,-47.46%,1.46,1783.39
"SUN","Sunoco LP","Energy","Oil & Gas Refining & Marketing","USA",8016.47,25.74,46.37%,4.89%,11.10,-0.93%,3.13%,1.14,467.43
"HG","Hamilton Insurance Group Ltd","Financial","Insurance - Reinsurance","Bermuda",2345.56,6.25,54.56%,2.92%,4.14,9.47%,35.42%,1.88,422.16
"MSBI","Midland States Bancorp Inc","Financial","Banks - Regional","USA",348.35,,65.63%,2.33%,3.40,-5.77%,-34.82%,3.00,138.54
"PCRX","Pacira BioSciences Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",1008.29,,115.07%,13.61%,9.30,0.18%,35.18%,2.33,639.27
"KRMD","KORU Medical Systems Inc","Healthcare","Medical Instruments & Supplies","USA",178.46,,54.30%,1.94%,8.97,18.40%,32.19%,1.40,94.45
"KIM","Kimco Realty Corporation","Real Estate","REIT - Retail","USA",13841.87,24.52,96.16%,3.03%,4.84,-4.17%,-13.55%,2.31,4156.52
