"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"VRA","Vera Bradley Inc","Consumer Cyclical","Footwear & Accessories","USA",91.08,,50.67%,6.66%,3.16,67.18%,-36.94%,1.00,403.81
"LAR","Lithium Argentina AG","Basic Materials","Other Industrial Metals & Mining","Switzerland",877.23,,21.86%,8.30%,2.99,72.13%,76.63%,1.82,3253.96
"PRPO","Precipio Inc","Healthcare","Diagnostics & Research","USA",45.55,,20.71%,0.09%,0.08,79.31%,309.45%,1.00,15.71
"GPCR","Structure Therapeutics Inc ADR","Healthcare","Biotechnology","USA",2215.12,,113.70%,9.05%,5.06,88.46%,6.83%,1.00,1060.10
"HYMC","Hycroft Mining Holding Corporation","Basic Materials","Gold","USA",889.04,,20.82%,8.83%,1.39,173.14%,346.36%,,1403.68
"EYPT","EyePoint Pharmaceuticals Inc","Healthcare","Biotechnology","USA",1200.42,,74.77%,10.28%,6.27,25.00%,58.12%,1.08,1206.34
"KYTX","Kyverna Therapeutics Inc","Healthcare","Biotechnology","USA",350.37,,30.90%,12.47%,4.21,123.46%,83.91%,1.00,641.04
"BNR","Burning Rock Biotech Ltd ADR","Healthcare","Diagnostics & Research","China",131.35,,15.28%,0.44%,1.21,47.36%,288.50%,1.00,32.99
"SND","Smart Sand Inc","Energy","Oil & Gas Equipment & Services","USA",120.18,28.22,26.79%,0.32%,0.80,38.69%,30.70%,3.00,120.74
"EWTX","Edgewise Therapeutics Inc","Healthcare","Biotechnology","USA",2373.04,,79.05%,12.81%,9.55,53.32%,-28.71%,1.33,995.85
"DSGN","Design Therapeutics Inc","Healthcare","Biotechnology","USA",436.91,,44.04%,5.91%,7.17,48.93%,32.24%,2.33,257.73
