"Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Institutional Ownership","Short Float","Short Ratio","Performance (Quarter)","Performance (Year)","Analyst Recom","Average Volume"
"VG","Venture Global Inc","Energy","Oil & Gas Midstream","USA",19100.13,9.24,18.13%,8.99%,4.45,-42.63%,,2.00,9093.61
"SVC","Service Properties Trust","Real Estate","REIT - Hotel & Motel","USA",314.33,,73.33%,3.22%,3.90,-26.09%,-41.19%,3.00,1265.81
"UEIC","Universal Electronics Inc","Technology","Consumer Electronics","USA",42.37,,59.08%,1.16%,1.44,-30.18%,-71.42%,3.00,87.36
"ANGX","Angel Studios Inc","Communication Services","Entertainment","USA",624.20,,1.96%,1.60%,1.60,-53.85%,-46.03%,1.00,763.62
"RRGB","Red Robin Gourmet Burgers Inc","Consumer Cyclical","Restaurants","USA",81.55,,52.11%,13.51%,6.83,-25.33%,-14.34%,1.50,296.57
"ADCT","Adc Therapeutics SA","Healthcare","Biotechnology","Switzerland",505.33,,59.58%,7.35%,7.33,27.88%,39.23%,1.00,884.52
"JELD","JELD-WEN Holding Inc","Industrials","Building Products & Equipment","USA",195.64,,94.72%,2.90%,1.55,-61.05%,-79.11%,3.29,1558.24
"TROX","Tronox Holdings plc","Basic Materials","Chemicals","USA",566.03,,73.88%,17.00%,4.75,-5.05%,-69.80%,2.40,4171.99
"TKNO","Alpha Teknova Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",267.64,,13.97%,20.25%,8.79,4.17%,-30.17%,1.67,243.66
"NRDY","Nerdy Inc","Technology","Software - Application","USA",167.82,,18.58%,13.66%,12.49,-28.88%,9.45%,3.00,484.23
"DJTU","T-REX 2X Long DJT Daily Target ETF","Financial","Exchange Traded Fund","USA",,,,,2.43,-53.17%,,,376.98
"RFIL","RF Industries Ltd","Industrials","Electrical Equipment & Parts","USA",77.02,,28.22%,1.20%,0.71,0.84%,76.10%,1.00,140.41
"SPRY","ARS Pharmaceuticals Inc","Healthcare","Biotechnology","USA",883.70,,65.44%,33.85%,7.54,-38.22%,-47.54%,1.00,2618.98
"MXCT","MaxCyte Inc","Healthcare","Medical Devices","USA",168.44,,75.00%,3.08%,3.81,12.06%,-53.32%,1.57,793.68
"ALTG","Alta Equipment Group Inc","Industrials","Rental & Leasing Services","USA",158.27,,53.22%,4.41%,4.11,-41.48%,-37.93%,2.00,212.28
"ZVIA","Zevia PBC","Consumer Defensive","Beverages - Non-Alcoholic","USA",206.26,,56.99%,3.12%,1.98,-8.64%,79.74%,1.67,792.47
"HPP","Hudson Pacific Properties Inc","Real Estate","REIT - Office","USA",845.77,,113.52%,9.05%,6.34,-16.67%,-51.75%,2.50,5338.14
"SGHT","Sight Sciences Inc","Healthcare","Medical Devices","USA",379.09,,31.08%,3.49%,6.28,68.71%,69.50%,2.14,153.65
